iter	RMSE
1513	0.3558311872
1514	0.3558239142
1515	0.3558226967
1516	0.3558218322
1517	0.3558218316
1518	0.3558099853
1519	0.3558097135
1520	0.3558083311
1521	0.3558082867
1522	0.3558082115
1523	0.3557539324
1524	0.3557530204
1525	0.3557509519
1526	0.355749891
1527	0.3557068934
1528	0.3557067426
1529	0.355704183
1530	0.3556710255
1531	0.3556564562
1532	0.3556094042
1533	0.3555920947
1534	0.3555747915
1535	0.3555722706
1536	0.3555720631
1537	0.3555678802
1538	0.3555404029
1539	0.3555404026
1540	0.3555240299
1541	0.3555236938
1542	0.3555115489
1543	0.35551133
1544	0.3555107876
1545	0.3555107874
1546	0.3554924842
1547	0.3554829834
1548	0.3554826602
1549	0.3554823846
1550	0.3554728448
1551	0.355459904
1552	0.3554594974
1553	0.3554587441
1554	0.3554585219
1555	0.3554584354
1556	0.3554579398
1557	0.3554577554
1558	0.3554443414
1559	0.3554441729
1560	0.3554439993
1561	0.3554437972
1562	0.3554415171
1563	0.3554346112
1564	0.3554258125
1565	0.355418405
1566	0.3554181873
1567	0.3554134007
1568	0.3554116937
1569	0.3554102899
1570	0.3554072451
1571	0.355407199
1572	0.3553954007
1573	0.3553894994
1574	0.3553894524
1575	0.3553879815
1576	0.3553507397
1577	0.3553507081
1578	0.3553277358
1579	0.3553160274
1580	0.3552645971
1581	0.3552645585
1582	0.3552543365
1583	0.3552541594
1584	0.3552539894
1585	0.3552539438
1586	0.3552536877
1587	0.3552250567
1588	0.3552238927
1589	0.3552148114
1590	0.3551741375
1591	0.3551722603
1592	0.3551705634
1593	0.3551698247
1594	0.3551684155
1595	0.3551642782
1596	0.3551641777
1597	0.3551641159
1598	0.3551609566
1599	0.3551604084
1600	0.3551600287
1601	0.3551589231
1602	0.3551520264
1603	0.3551496897
1604	0.3551370514
1605	0.3551367979
1606	0.3551367972
1607	0.3551366933
1608	0.355136659
1609	0.3551360337
1610	0.3551356466
1611	0.3551352986
1612	0.3551345034
1613	0.3551335059
1614	0.3551331159
1615	0.3551329484
1616	0.3551328746
1617	0.3551326885
1618	0.3551320734
1619	0.355131662
1620	0.3551304989
1621	0.3551222805
1622	0.3551198195
1623	0.3551197569
1624	0.3551193267
1625	0.355119302
1626	0.355100634
1627	0.3550947979
1628	0.3550938066
1629	0.3550931297
1630	0.3550929111
1631	0.3550928659
1632	0.3550903457
1633	0.3550888196
1634	0.3550876951
1635	0.3550870621
1636	0.3550866618
1637	0.3550864772
1638	0.3550864113
1639	0.3550810309
1640	0.3550805027
1641	0.3550795262
1642	0.3550793434
1643	0.3550756068
1644	0.3550755497
1645	0.355074583
1646	0.355074484
1647	0.3550735894
1648	0.355073532
1649	0.3550719316
1650	0.3550712717
1651	0.3550530263
1652	0.3550523755
1653	0.3550521981
1654	0.3550520992
1655	0.3550500314
1656	0.3550281461
1657	0.3550279749
1658	0.355005214
1659	0.3549989646
1660	0.354997637
1661	0.3549974273
1662	0.3549972642
1663	0.3549952867
1664	0.3549945992
1665	0.354977374
1666	0.354976713
1667	0.3549730859
1668	0.3549715236
1669	0.3549603189
1670	0.3549598479
1671	0.3549534608
1672	0.3549518567
1673	0.3549494003
1674	0.3549490766
1675	0.3549486792
1676	0.3549485922
1677	0.3549484906
1678	0.3549324724
1679	0.3549321784
1680	0.3549317825
1681	0.3549223786
1682	0.3549219278
1683	0.3549214541
1684	0.3549203095
1685	0.3549202641
1686	0.3549196523
1687	0.354917461
1688	0.3549174167
1689	0.3549109003
1690	0.3549099001
1691	0.35490963
1692	0.3549094711
1693	0.354908634
1694	0.3549085879
1695	0.3549063289
1696	0.3549052856
1697	0.3549049058
1698	0.3549026252
1699	0.3548804258
1700	0.3548778966
1701	0.3548774425
1702	0.3548760653
1703	0.3548756285
1704	0.3548737392
1705	0.3548732222
1706	0.3548585648
1707	0.3548576541
1708	0.3548574942
1709	0.354857479
1710	0.3548570756
1711	0.3548557001
1712	0.3548555496
1713	0.3548554242
1714	0.3548552753
1715	0.3548552193
1716	0.3548488774
1717	0.3548487899
1718	0.3548469367
1719	0.3548454939
1720	0.3548277994
1721	0.3548276564
1722	0.3548276417
1723	0.3548063712
1724	0.3548057537
1725	0.3548055731
1726	0.3548040608
1727	0.3548023235
1728	0.3548021489
1729	0.3547992944
1730	0.3547970653
1731	0.3547910367
1732	0.3547904259
1733	0.3547889391
1734	0.3547888088
1735	0.35478865
1736	0.3547854012
1737	0.354785213
1738	0.3547840105
1739	0.3547835909
1740	0.3547834638
1741	0.3547825358
1742	0.3547817679
1743	0.3547775542
1744	0.3547773784
1745	0.3547759053
1746	0.3547756726
1747	0.3547753921
1748	0.3547613201
1749	0.3547598554
1750	0.3547595109
1751	0.3547581864
1752	0.3547571049
1753	0.3547519967
1754	0.3547446006
1755	0.3547199908
1756	0.3547199231
1757	0.3547145279
1758	0.3547144339
1759	0.3547091534
1760	0.3547091165
1761	0.3546860115
1762	0.354685975
1763	0.354685732
1764	0.3546848495
1765	0.3546842985
1766	0.3546804539
1767	0.3546799296
1768	0.354679628
1769	0.3546795746
1770	0.3546794602
1771	0.3546772116
1772	0.3546770369
1773	0.3546766757
1774	0.3546568478
1775	0.3546565837
1776	0.3546564702
1777	0.3546562485
1778	0.3546562405
1779	0.354655486
1780	0.3546287347
1781	0.3546267267
1782	0.3546265054
1783	0.3546264545
1784	0.3546262049
1785	0.3546196922
1786	0.354618094
1787	0.3546178657
1788	0.354617803
1789	0.3546164926
1790	0.3546163206
1791	0.3546080883
1792	0.3546076205
1793	0.354607567
1794	0.3546074484
1795	0.3546009715
1796	0.3546009366
1797	0.354598854
1798	0.3545983976
1799	0.3545772957
1800	0.3545763864
1801	0.3545751923
1802	0.3545750681
1803	0.3545750094
1804	0.3545748412
1805	0.3545746922
1806	0.3545733996
1807	0.3545727571
1808	0.3545726366
1809	0.3545718981
1810	0.3545705617
1811	0.3545704362
1812	0.3545698851
1813	0.3545679024
1814	0.3545677653
1815	0.354564662
1816	0.3545643356
1817	0.354563945
1818	0.3545636211
1819	0.3545545214
1820	0.3545541413
1821	0.3545292655
1822	0.3545268406
1823	0.3545267331
1824	0.3545243518
1825	0.3545089331
1826	0.3545050855
1827	0.3545042317
1828	0.3544883036
1829	0.3544869403
1830	0.3544867999
1831	0.3544849534
1832	0.3544847072
1833	0.3544840728
1834	0.3544814914
1835	0.3544591975
1836	0.3544586957
1837	0.3544573131
1838	0.3544470882
1839	0.3544466956
1840	0.3544452161
1841	0.3544451202
1842	0.3544449076
1843	0.3544417699
1844	0.3544413367
1845	0.3544412162
1846	0.3544305662
1847	0.3544300019
1848	0.3543913196
1849	0.3543888756
1850	0.3543887164
1851	0.3543886129
1852	0.3543885125
1853	0.3543863353
1854	0.354385939
1855	0.3543855088
1856	0.3543847296
1857	0.3543749302
1858	0.3543748422
1859	0.3543742448
1860	0.3543736448
1861	0.35437326
1862	0.3543578491
1863	0.3543576955
1864	0.3543575922
1865	0.3543572503
1866	0.3543563318
1867	0.3543519984
1868	0.3542913876
1869	0.3542913045
1870	0.3542780795
1871	0.3542675951
1872	0.3542667487
1873	0.3542662449
1874	0.3542644699
1875	0.3542643759
1876	0.3542487367
1877	0.3542486005
1878	0.3542483839
1879	0.3542478816
1880	0.3542467445
1881	0.3542298655
1882	0.3542295701
1883	0.3542295231
1884	0.3542294157
1885	0.3542293352
1886	0.3542282555
1887	0.3542271743
1888	0.3542269745
1889	0.3542268367
1890	0.3542260988
1891	0.3542260813
1892	0.354225984
1893	0.3542257211
1894	0.354225524
1895	0.3542254567
1896	0.3542252491
1897	0.3542251192
1898	0.3542246371
1899	0.3542139841
1900	0.354213797
1901	0.3542134257
1902	0.3541991816
1903	0.3541887711
1904	0.3541663346
1905	0.3541662957
1906	0.3541661044
1907	0.3541659226
1908	0.3541657499
1909	0.3541657122
1910	0.3541642375
1911	0.3541629733
1912	0.3541629051
1913	0.3541621246
1914	0.3541618171
1915	0.3541495558
1916	0.3541490882
1917	0.354148919
1918	0.354143428
1919	0.3541090158
1920	0.3541084261
1921	0.3541082857
1922	0.3541043376
1923	0.3540914091
1924	0.3540913344
1925	0.3540912405
1926	0.3540685808
1927	0.354066308
1928	0.3540562292
1929	0.3540556151
1930	0.3540485671
1931	0.354048153
1932	0.3540419658
1933	0.3540406886
1934	0.3540382568
1935	0.3540381418
1936	0.3540381368
1937	0.3540323628
1938	0.3540275889
1939	0.3540214033
1940	0.3540207951
1941	0.3540004134
1942	0.3540000209
1943	0.3539998941
1944	0.3539995156
1945	0.3539985777
1946	0.3539925292
1947	0.3539922921
1948	0.3539900948
1949	0.3539889662
1950	0.353965834
1951	0.3539657192
1952	0.3539656346
1953	0.3539654058
1954	0.3539653366
1955	0.353950393
1956	0.3539480518
1957	0.3539346308
1958	0.3539344325
1959	0.3539341565
1960	0.3539339676
1961	0.3539336339
1962	0.3539332759
1963	0.3539276877
1964	0.3539270342
1965	0.353925663
1966	0.3539245538
1967	0.3538946633
1968	0.3538945992
1969	0.35389459
1970	0.3538944862
1971	0.3538891698
1972	0.3538890758
1973	0.3538809892
1974	0.3538798823
1975	0.3538795298
1976	0.3538773062
1977	0.3538556204
1978	0.3538553302
1979	0.3538546717
1980	0.3538544956
1981	0.3538541359
1982	0.3538538914
1983	0.3538536914
1984	0.3538532958
1985	0.3538526644
1986	0.3538317245
1987	0.3538301346
1988	0.3538285372
1989	0.3538280425
1990	0.3538278384
1991	0.3538277824
1992	0.3538275163
1993	0.3537994876
1994	0.3537993339
1995	0.3537978005
1996	0.3537967757
1997	0.3537967215
1998	0.3537966681
1999	0.3537963116
2000	0.3537924186
2001	0.3537853093
2002	0.3537833719
2003	0.3537792728
2004	0.3537778926
2005	0.3537778558
2006	0.3537778009
2007	0.353777765
2008	0.3537724185
2009	0.353771232
2010	0.3537710801
2011	0.3537468723
2012	0.3537464945
2013	0.3537452953
2014	0.3537452026
2015	0.3537415735
2016	0.3537414166
2017	0.3537402322
2018	0.3537237224
2019	0.3537220105
2020	0.3537218278
2021	0.3537217269
2022	0.3537200331
2023	0.3537185372
2024	0.353718534
2025	0.3537184449
2026	0.3537183524
2027	0.3537181083
2028	0.3537177315
2029	0.3537151086
2030	0.3537151055
2031	0.3537149206
2032	0.3537124878
2033	0.3537098643
2034	0.3537097766
2035	0.3537095501
2036	0.3537083793
2037	0.3537080279
2038	0.3537076747
2039	0.3537075604
2040	0.3537074661
2041	0.3537073605
2042	0.3537066641
2043	0.3536866736
2044	0.3536865108
2045	0.3536864553
2046	0.3536859221
2047	0.3536859159
2048	0.3536858623
2049	0.3536807711
2050	0.3536806659
2051	0.3536805755
2052	0.3536791486
2053	0.353675544
2054	0.3536565634
2055	0.353656104
2056	0.3536559243
2057	0.3536557705
2058	0.3536273502
2059	0.3536271635
2060	0.3536266449
2061	0.3536230943
2062	0.3536209006
2063	0.3536125123
2064	0.3536122045
2065	0.3536118437
2066	0.3536076782
2067	0.3536075013
2068	0.3535715474
2069	0.3535714058
2070	0.3535707496
2071	0.3535673757
2072	0.3535672798
2073	0.3535671815
2074	0.3535670984
2075	0.3535670246
2076	0.3535494686
2077	0.353549466
2078	0.3535493718
2079	0.3535493154
2080	0.3535492587
2081	0.3535491821
2082	0.3535385577
2083	0.3535379295
2084	0.3535377849
2085	0.3535377347
2086	0.353536893
2087	0.3535368436
2088	0.3535367949
2089	0.3535361294
2090	0.3535360097
2091	0.3535359452
2092	0.3535358807
2093	0.3535358786
2094	0.3535358306
2095	0.3535357338
2096	0.353535679
2097	0.3535207952
2098	0.353479898
2099	0.3534798394
2100	0.3534797367
2101	0.3534745648
2102	0.3534741933
2103	0.3534741023
2104	0.353473968
2105	0.3534736602
2106	0.353473566
2107	0.3534731349
2108	0.3534678063
2109	0.3534677583
2110	0.3534651461
2111	0.3534650699
2112	0.3534650236
2113	0.3534617418
2114	0.3534398579
2115	0.3534398565
2116	0.3534382699
2117	0.3534381688
2118	0.3534381238
2119	0.3534380792
2120	0.3534380269
2121	0.3534379833
2122	0.3534360265
2123	0.3534239201
2124	0.3533798256
2125	0.3533795616
2126	0.3533793984
2127	0.353377074
2128	0.3533591866
2129	0.3533591338
2130	0.3533313617
2131	0.3533312457
2132	0.3533231618
2133	0.3533223464
2134	0.3533222675
2135	0.3533107331
2136	0.3533104185
2137	0.3533103682
2138	0.3533100582
2139	0.3533100055
2140	0.353309701
2141	0.3533095249
2142	0.3532911509
2143	0.3532910995
2144	0.3532908539
2145	0.3532717812
2146	0.3532514665
2147	0.3532512764
2148	0.3532512401
2149	0.3532458188
2150	0.3532338582
2151	0.3532334011
2152	0.3532300565
2153	0.3532275509
2154	0.353227099
2155	0.3532245548
2156	0.3532244302
2157	0.3532220977
2158	0.3532196315
2159	0.3532181457
2160	0.3532152572
2161	0.3532121624
2162	0.3532113114
2163	0.3532111008
2164	0.3532049773
2165	0.3532005671
2166	0.3531993304
2167	0.3531825217
2168	0.3531819668
2169	0.3531816037
2170	0.3531813866
2171	0.3531811615
2172	0.3531716909
2173	0.3531706113
2174	0.3531701095
2175	0.3531300865
2176	0.3531300363
2177	0.3531298833
2178	0.3531284082
2179	0.3531273492
2180	0.3531271971
2181	0.3531137928
2182	0.3531135331
2183	0.353113428
2184	0.3531122945
2185	0.3531115334
2186	0.3531112406
2187	0.3531088323
2188	0.3531019081
2189	0.3530903613
2190	0.3530899757
2191	0.3530888048
2192	0.3530874353
2193	0.3530873108
2194	0.3530863772
2195	0.3530860402
2196	0.3530705116
2197	0.3530592193
2198	0.3530591604
2199	0.3530590428
2200	0.3530589949
2201	0.3530585351
2202	0.3530583646
2203	0.3530565865
2204	0.3530565175
2205	0.3530550705
2206	0.3530479788
2207	0.3530470249
2208	0.3530455265
2209	0.3530418
2210	0.3530407326
2211	0.3530406288
2212	0.3530329627
2213	0.3530320639
2214	0.3530304626
2215	0.3530304023
2216	0.3530215979
2217	0.3530214751
2218	0.3530211368
2219	0.3530204421
2220	0.3530200548
2221	0.353020006
2222	0.3529956868
2223	0.3529885889
2224	0.3529885321
2225	0.3529882122
2226	0.3529881364
2227	0.3529871671
2228	0.3529868163
2229	0.3529752846
2230	0.3529750478
2231	0.3529723437
2232	0.3529694798
2233	0.3529675444
2234	0.3529673328
2235	0.3529672342
2236	0.352961917
2237	0.3529616506
2238	0.3529614729
2239	0.3529614035
2240	0.3529557643
2241	0.3529557095
2242	0.3529549477
2243	0.3529549472
2244	0.3529548063
2245	0.3529464384
2246	0.3529452857
2247	0.3529452435
2248	0.3529451724
2249	0.3529071555
2250	0.3529065851
2251	0.352906036
2252	0.3529059429
2253	0.3529001507
2254	0.3528978844
2255	0.352896488
2256	0.3528963051
2257	0.3528962246
2258	0.3528912106
2259	0.3528911122
2260	0.3528903658
2261	0.3528882169
2262	0.3528881219
2263	0.3528877878
2264	0.3528830983
2265	0.352882559
2266	0.3528825332
2267	0.352881897
2268	0.3528818182
2269	0.3528814609
2270	0.3528808933
2271	0.3528807616
2272	0.3528807165
2273	0.3528806252
2274	0.3528743969
2275	0.3528739259
2276	0.3528728959
2277	0.352872034
2278	0.352872005
2279	0.3528717717
2280	0.3528697279
2281	0.3528590725
2282	0.3528585909
2283	0.3528583416
2284	0.3528579347
2285	0.3528577977
2286	0.3528576761
2287	0.3528566674
2288	0.3528564674
2289	0.3528564328
2290	0.3528561725
2291	0.3528469001
2292	0.3528467654
2293	0.3528467623
2294	0.3528464934
2295	0.3528460913
2296	0.3528458846
2297	0.3528458347
2298	0.3528457424
2299	0.3528453785
2300	0.352845288
2301	0.3528450738
2302	0.3528450265
2303	0.35284472
2304	0.3528443915
2305	0.3528443611
2306	0.3528441651
2307	0.3528380449
2308	0.3528379794
2309	0.3528375019
2310	0.3528374449
2311	0.3528373994
2312	0.3528372207
2313	0.3528338579
2314	0.352833857
2315	0.352833463
2316	0.352833198
2317	0.3528298395
2318	0.3528189422
2319	0.3528188924
2320	0.3528185935
2321	0.352787618
2322	0.3527828895
2323	0.3527825528
2324	0.3527825243
2325	0.3527821878
2326	0.3527818413
2327	0.3527771476
2328	0.3527763953
2329	0.3527763636
2330	0.3527756419
2331	0.3527753806
2332	0.3527369936
2333	0.3527369197
2334	0.3527352582
2335	0.3527347456
2336	0.3527345222
2337	0.3527343507
2338	0.3527343499
2339	0.3527342891
2340	0.3527342512
2341	0.3527341773
2342	0.3527340914
2343	0.3527340498
2344	0.3527339592
2345	0.3527332346
2346	0.3527332004
2347	0.3527331259
2348	0.3527232201
2349	0.3527213235
2350	0.3527198139
2351	0.3527197494
2352	0.3527144052
2353	0.3527082486
2354	0.3527081553
2355	0.3527011669
2356	0.3527011101
2357	0.3527010541
2358	0.3527008608
2359	0.3527007815
2360	0.3527007256
2361	0.3526563829
2362	0.3526527815
2363	0.3526526486
2364	0.352652523
2365	0.3526459455
2366	0.3526421937
2367	0.3526420145
2368	0.3526417648
2369	0.3526397112
2370	0.3526396607
2371	0.3526395585
2372	0.3526395296
2373	0.3526346431
2374	0.3526342156
2375	0.3526341037
2376	0.3526328823
2377	0.3526182687
2378	0.3526180124
2379	0.3526179767
2380	0.3526175992
2381	0.3526175648
2382	0.3526171161
2383	0.3526113987
2384	0.3526113045
2385	0.3526111652
2386	0.3526039336
2387	0.3526037478
2388	0.3526009611
2389	0.3526009011
2390	0.352598833
2391	0.3525976929
2392	0.3525969507
2393	0.3525923853
2394	0.3525837203
2395	0.3525833787
2396	0.3525791806
2397	0.3525785937
2398	0.3525785007
2399	0.3525784526
2400	0.3525777785
2401	0.3525769207
2402	0.3525767474
2403	0.3525751404
2404	0.3525521391
2405	0.3525520789
2406	0.3525515336
2407	0.3525504101
2408	0.3525481419
2409	0.3525481277
2410	0.3525452849
2411	0.3525452416
2412	0.3525412415
2413	0.3525412069
2414	0.3525406578
2415	0.3525404605
2416	0.3525374565
2417	0.3525358964
2418	0.3525355665
2419	0.3525352158
2420	0.3525344066
2421	0.3525343746
2422	0.352533197
2423	0.3525331797
2424	0.3525321496
2425	0.3525132901
2426	0.352513227
2427	0.3525129084
2428	0.3524576402
2429	0.3524575642
2430	0.3524555037
2431	0.3524553295
2432	0.3524547754
2433	0.3524547384
2434	0.3524546329
2435	0.3524466198
2436	0.3524465861
2437	0.352446226
2438	0.352446135
2439	0.3524460251
2440	0.3524445226
2441	0.3524427347
2442	0.3524401364
2443	0.3524307321
2444	0.3524307058
2445	0.3524305029
2446	0.3524303307
2447	0.3524302959
2448	0.3524302618
2449	0.3524298218
2450	0.3524290518
2451	0.3524288475
2452	0.3524286707
2453	0.3524021159
2454	0.3523983401
2455	0.3523914345
2456	0.3523910626
2457	0.352389686
2458	0.3523896272
2459	0.3523884976
2460	0.3523883484
2461	0.3523882527
2462	0.3523882193
2463	0.3523576549
2464	0.3523576413
2465	0.3523571104
2466	0.3523570599
2467	0.3523569172
2468	0.352356917
2469	0.3523567315
2470	0.3523566991
2471	0.3523566729
2472	0.3523557515
2473	0.3523556556
2474	0.3523554674
2475	0.3523554003
2476	0.3523553622
2477	0.352355321
2478	0.3523544287
2479	0.3523534262
2480	0.3523523028
2481	0.3523375636
2482	0.3523375633
2483	0.352337559
2484	0.3523336649
2485	0.3523336317
2486	0.3523335377
2487	0.352333485
2488	0.3523334422
2489	0.3523306901
2490	0.352330637
2491	0.3523303312
2492	0.3523301082
2493	0.352329648
2494	0.3523280601
2495	0.3523272236
2496	0.3523272064
2497	0.3523061378
2498	0.3523061373
2499	0.3523058016
2500	0.3522983195
2501	0.3522981226
2502	0.3522976558
2503	0.3522970551
2504	0.3522970549
2505	0.3522967551
2506	0.3522967075
2507	0.3522769927
2508	0.3522769738
2509	0.352272144
2510	0.3522712097
2511	0.3522566523
2512	0.3522522784
2513	0.3522520921
2514	0.3522519243
2515	0.3522509604
2516	0.3522503808
2517	0.352249654
2518	0.3522493357
2519	0.3522491562
2520	0.3522490834
2521	0.3522472698
2522	0.3522462966
2523	0.3522416419
2524	0.3522411053
2525	0.3522410306
2526	0.3522410102
2527	0.3522368104
2528	0.3522366394
2529	0.3522366026
2530	0.3522358459
2531	0.3522357934
2532	0.3522357659
2533	0.3522145897
2534	0.3522142978
2535	0.3522142737
2536	0.3522140464
2537	0.3522125809
2538	0.3522123162
2539	0.352212145
2540	0.3522121078
2541	0.3521985093
2542	0.3521971031
2543	0.3521968686
2544	0.3521967985
2545	0.3521944111
2546	0.3521943554
2547	0.3521928605
2548	0.3521928182
2549	0.3521825894
2550	0.3521825482
2551	0.3521822824
2552	0.3521821986
2553	0.3521821754
2554	0.3521758879
2555	0.352165372
2556	0.3521653454
2557	0.3521649576
2558	0.3521647723
2559	0.3521623166
2560	0.3521619103
2561	0.3521593908
2562	0.3521593098
2563	0.3521592795
2564	0.3521592286
2565	0.352158462
2566	0.3521584558
2567	0.3521584307
2568	0.3521545194
2569	0.3521483265
2570	0.3521480535
2571	0.3521477286
2572	0.3521468853
2573	0.352146851
2574	0.3521467729
2575	0.3521432913
2576	0.3521432313
2577	0.3521431379
2578	0.3521425412
2579	0.3521368089
2580	0.3521262252
2581	0.3521261841
2582	0.3521259885
2583	0.3521250745
2584	0.3521250352
2585	0.3521250011
2586	0.352124921
2587	0.352122241
2588	0.3521217097
2589	0.3521215691
2590	0.352113551
2591	0.3521135107
2592	0.3521132202
2593	0.3520872196
2594	0.3520869061
2595	0.3520868104
2596	0.3520867701
2597	0.3520808278
2598	0.3520808233
2599	0.3520806745
2600	0.3520791358
2601	0.3520783515
2602	0.3520561763
2603	0.3520434721
2604	0.3520206959
2605	0.3519991633
2606	0.3519950456
2607	0.3519946786
2608	0.351994626
2609	0.3519943789
2610	0.3519942965
2611	0.3519500369
2612	0.3519500053
2613	0.3519492819
2614	0.3519490919
2615	0.3519301687
2616	0.3519300078
2617	0.3519299348
2618	0.3519257981
2619	0.3519255176
2620	0.3519253907
2621	0.3519253672
2622	0.3519137621
2623	0.3519137367
2624	0.3519134613
2625	0.3519121839
2626	0.3519121609
2627	0.3519119879
2628	0.3519119653
2629	0.3519098468
2630	0.3519093355
2631	0.3519091472
2632	0.3519090539
2633	0.3519088604
2634	0.3519088382
2635	0.3519086874
2636	0.3519085989
2637	0.3519085502
2638	0.3519082548
2639	0.3519032022
2640	0.3518884547
2641	0.3518884311
2642	0.351888344
2643	0.3518852363
2644	0.3518851829
2645	0.3518851502
2646	0.3518850992
2647	0.3518849584
2648	0.3518569662
2649	0.3518553904
2650	0.3518461418
2651	0.3518460468
2652	0.3518459662
2653	0.3518200514
2654	0.3518200418
2655	0.3518199774
2656	0.3518198916
2657	0.3518198135
2658	0.3518195831
2659	0.3518193625
2660	0.3518177877
2661	0.351817548
2662	0.3517751221
2663	0.351761346
2664	0.3517613162
2665	0.3517537449
2666	0.3517536078
2667	0.351753512
2668	0.351753438
2669	0.3517385613
2670	0.351738237
2671	0.3517382129
2672	0.3517381732
2673	0.3517378411
2674	0.3517346762
2675	0.3517342074
2676	0.3517284402
2677	0.351728199
2678	0.3517274847
2679	0.3517273087
2680	0.3517272659
2681	0.3517271087
2682	0.3517268879
2683	0.3517268268
2684	0.3517032976
2685	0.3517032396
2686	0.3517031685
2687	0.3517029667
2688	0.3517029445
2689	0.3517029227
2690	0.3516986695
2691	0.3516980977
2692	0.3516928406
2693	0.3516928007
2694	0.3516910225
2695	0.3516909528
2696	0.3516906523
2697	0.3516848982
2698	0.3516848431
2699	0.3516848093
2700	0.3516846874
2701	0.3516846616
2702	0.3516501819
2703	0.3516501813
2704	0.351650047
2705	0.3516465759
2706	0.3516387287
2707	0.3516386626
2708	0.3516278296
2709	0.3516179618
2710	0.3516178495
2711	0.3516136337
2712	0.3516135304
2713	0.3516133766
2714	0.3515933476
2715	0.3515926525
2716	0.351592581
2717	0.3515893595
2718	0.3515887994
2719	0.3515799391
2720	0.3515790742
2721	0.3515787678
2722	0.3515784879
2723	0.3515749239
2724	0.3515748915
2725	0.3515746505
2726	0.3515523506
2727	0.351552308
2728	0.3515515006
2729	0.3515511376
2730	0.3515511043
2731	0.3515509116
2732	0.3515456991
2733	0.3515418092
2734	0.3515410734
2735	0.3515410552
2736	0.3515409786
2737	0.3515409782
2738	0.3515409054
2739	0.3515272963
2740	0.3515249072
2741	0.3515243814
2742	0.3515243611
2743	0.3515243076
2744	0.3515243072
2745	0.3515243069
2746	0.3515218554
2747	0.3515166116
2748	0.3515165944
2749	0.351516008
2750	0.3515143191
2751	0.3515142663
2752	0.3515011591
2753	0.3515007531
2754	0.3514983341
2755	0.3514982282
2756	0.35149813
2757	0.3514979527
2758	0.3514701809
2759	0.3514699008
2760	0.3514694864
2761	0.3514687433
2762	0.3514684099
2763	0.3514683165
2764	0.3514582355
2765	0.3514579928
2766	0.3514579093
2767	0.3514577809
2768	0.351457283
2769	0.3514415044
2770	0.351441446
2771	0.3514414308
2772	0.3514413796
2773	0.3514413793
2774	0.3514412348
2775	0.3514412345
2776	0.3514409785
2777	0.3514402055
2778	0.3514388523
2779	0.3514386861
2780	0.3514383892
2781	0.35143474
2782	0.3514315999
2783	0.3514310875
2784	0.3514310576
2785	0.3514194191
2786	0.3514156305
2787	0.351412835
2788	0.3514108775
2789	0.3514103243
2790	0.3514103085
2791	0.3514048365
2792	0.3514027296
2793	0.3513935101
2794	0.3513929
2795	0.3513926644
2796	0.3513918076
2797	0.3513915387
2798	0.3513912329
2799	0.3513911443
2800	0.3513911338
2801	0.3513910266
2802	0.3513904565
2803	0.3513866237
2804	0.3513865234
2805	0.3513864522
2806	0.351386452
2807	0.3513863829
2808	0.3513863413
2809	0.3513862981
2810	0.3513814805
2811	0.3513813408
2812	0.3513483517
2813	0.35134626
2814	0.3513461702
2815	0.3513453671
2816	0.3513274597
2817	0.3513273195
2818	0.3513272131
2819	0.3513265661
2820	0.3513265173
2821	0.3513264558
2822	0.3513204457
2823	0.3513203789
2824	0.3513203641
2825	0.3513046728
2826	0.3513040021
2827	0.3513025956
2828	0.3513018026
2829	0.3513016666
2830	0.3513014701
2831	0.351284402
2832	0.3512514185
2833	0.351251354
2834	0.3512511171
2835	0.3512511032
2836	0.3512487108
2837	0.3512216962
2838	0.3512182271
2839	0.3512179996
2840	0.3512170656
2841	0.3512168095
2842	0.3512068891
2843	0.3512067724
2844	0.3512061508
2845	0.3512060596
2846	0.3512058579
2847	0.3512058293
2848	0.3512056139
2849	0.3512048646
2850	0.3512029042
2851	0.3512028812
2852	0.3512028304
2853	0.3512027206
2854	0.3512024488
2855	0.3511989404
2856	0.3511988792
2857	0.351198605
2858	0.3511984737
2859	0.3511983417
2860	0.3511983389
2861	0.3511969945
2862	0.3511967643
2863	0.3511959264
2864	0.3511935372
2865	0.3511934787
2866	0.3511932286
2867	0.3511925107
2868	0.3511924225
2869	0.3511923942
2870	0.3511920158
2871	0.3511920139
2872	0.3511920066
2873	0.3511918996
2874	0.3511905843
2875	0.3511905837
2876	0.3511904695
2877	0.351188795
2878	0.3511885026
2879	0.3511884455
2880	0.3511884204
2881	0.3511881537
2882	0.3511881152
2883	0.3511879878
2884	0.3511879873
2885	0.351187717
2886	0.3511877011
2887	0.3511864245
2888	0.3511863678
2889	0.3511661391
2890	0.3511657514
2891	0.3511657341
2892	0.3511657189
2893	0.3511648381
2894	0.3511646929
2895	0.3511637052
2896	0.3511494985
2897	0.3511488686
2898	0.3511487518
2899	0.3511485882
2900	0.3511485177
2901	0.3511484804
2902	0.3511481227
2903	0.3511479754
2904	0.3511430492
2905	0.3511421236
2906	0.3511420541
2907	0.3511370368
2908	0.351136644
2909	0.3511365165
2910	0.3511363768
2911	0.351136161
2912	0.35113566
2913	0.351135548
2914	0.3511355192
2915	0.3511354005
2916	0.3511352702
2917	0.3511334544
2918	0.3511334389
2919	0.3511277906
2920	0.3511201689
2921	0.35112007
2922	0.3511199136
2923	0.3511196932
2924	0.3511196925
