iter	RMSE
284	0.3729020727
285	0.3728751785
286	0.372873287
287	0.3728341458
288	0.3727850021
289	0.3727833103
290	0.3727310306
291	0.3726807712
292	0.3726520044
293	0.3726028159
294	0.3725776464
295	0.3724286589
296	0.3724186488
297	0.3723924289
298	0.3723756039
299	0.3723355747
300	0.3723335728
301	0.3721562315
302	0.3720815238
303	0.3720259356
304	0.3719994646
305	0.3719902805
306	0.3719269427
307	0.3719135231
308	0.3718744559
309	0.3718423253
310	0.3717576966
311	0.3716924061
312	0.3716611176
313	0.3715453155
314	0.3714855562
315	0.3714605001
316	0.3714119076
317	0.3712630373
318	0.3711585693
319	0.3711314143
320	0.3711197071
321	0.3710808032
322	0.3710555203
323	0.3710084903
324	0.370969695
325	0.3709392404
326	0.3709342582
327	0.3709259864
328	0.3709226901
329	0.370851167
330	0.3708498363
331	0.3708024116
332	0.3708012417
333	0.3707891139
334	0.3707862739
335	0.3707833845
336	0.3707564048
337	0.3707330036
338	0.3707299913
339	0.3706988545
340	0.3706771946
341	0.3706689779
342	0.370659896
343	0.3706594854
344	0.3706480106
345	0.3706452759
346	0.3706159683
347	0.3705930314
348	0.3705429425
349	0.3705303032
350	0.3705262666
351	0.3704894992
352	0.3704802344
353	0.3704513331
354	0.3704414025
355	0.3704382992
356	0.370438003
357	0.3704361954
358	0.3704332578
359	0.37039411
360	0.3703878473
361	0.3702919069
362	0.3702299071
363	0.3702202394
364	0.3702201676
365	0.3701977702
366	0.3701360985
367	0.370133152
368	0.370046363
369	0.37000827
370	0.36999756
371	0.3699946916
372	0.3699769064
373	0.3699550295
374	0.3699147885
375	0.3698269928
376	0.3698193522
377	0.3698169144
378	0.3697370712
379	0.3696934683
380	0.3696723225
381	0.3696236727
382	0.3694936542
383	0.3694853313
384	0.3694725321
385	0.3694460384
386	0.3694140087
387	0.369411532
388	0.3693877173
389	0.3693876615
390	0.3693781097
391	0.3693355021
392	0.369234195
393	0.3691871615
394	0.3691779986
395	0.3691655989
396	0.3691633612
397	0.3690444383
398	0.3689458475
399	0.3689370126
400	0.3689302786
401	0.3688956596
402	0.3687824161
403	0.3687793228
404	0.3687733314
405	0.3686490235
406	0.3685909104
407	0.3685844413
408	0.3685643289
409	0.3684842997
410	0.3684842409
411	0.3684804172
412	0.3684672844
413	0.3684415413
414	0.3684413197
415	0.3684339597
416	0.3684055506
417	0.368352501
418	0.3683390793
419	0.3683282002
420	0.3683133239
421	0.3683023207
422	0.3682824597
423	0.3682554464
424	0.3682550392
425	0.368243896
426	0.3682362076
427	0.3682299386
428	0.3682039951
429	0.3680964461
430	0.368058993
431	0.3680000685
432	0.3679872846
433	0.367902765
434	0.3678113168
435	0.3677410001
436	0.3676536792
437	0.3675892892
438	0.3675664168
439	0.3675663387
440	0.3675373058
441	0.3674491455
442	0.3674284053
443	0.3674098278
444	0.3674009661
445	0.3673906755
446	0.3673502651
447	0.3673328072
448	0.3673278093
449	0.3673242374
450	0.3672697763
451	0.3672562709
452	0.3672303993
453	0.3672024496
454	0.367193882
455	0.3671549263
456	0.367149143
457	0.3671414991
458	0.3671324618
459	0.3671231164
460	0.3671148061
461	0.3670548843
462	0.3670521381
463	0.3670116998
464	0.3669820205
465	0.3669164994
466	0.3669074875
467	0.366830148
468	0.3667752941
469	0.3667689553
470	0.3667518169
471	0.3667251526
472	0.3667119097
473	0.3667096363
474	0.3667008013
475	0.3667006424
476	0.3666124083
477	0.3665513046
478	0.3665455323
479	0.3665260218
480	0.366509106
481	0.366506977
482	0.3664862619
483	0.3664861979
484	0.3663922291
485	0.3663847424
486	0.3663664815
487	0.3663623284
488	0.3663416647
489	0.3662553116
490	0.3662164302
491	0.3662120922
492	0.366206372
493	0.3661568135
494	0.3661265276
495	0.3661018262
496	0.3660969656
497	0.3660944495
498	0.3660878747
499	0.3660862341
500	0.3660858118
501	0.3660624754
502	0.3660555013
503	0.3660509027
504	0.3660508483
505	0.3660390021
506	0.366038949
507	0.3660262636
508	0.3660261329
509	0.3659653424
510	0.3659570073
511	0.3659488918
512	0.3658794769
513	0.3658643737
514	0.3658573841
515	0.3657966904
516	0.3657631932
517	0.3657581713
518	0.3657563791
519	0.3657503215
520	0.3657470494
521	0.3657453528
522	0.3657355254
523	0.3656782912
524	0.3656580564
525	0.3656146787
526	0.3656082207
527	0.3656068776
528	0.3655960434
529	0.3655853029
530	0.3655613307
531	0.3655576406
532	0.3655460308
533	0.3655377262
534	0.3655187403
535	0.3655096183
536	0.3655042742
537	0.3655042424
538	0.3654878106
539	0.3654840239
540	0.3654839918
541	0.3654672453
542	0.3654650739
543	0.3654587521
544	0.3654413464
545	0.3654075373
546	0.3654044557
547	0.3654011055
548	0.365399745
549	0.3653977229
550	0.3653745421
551	0.3653138941
552	0.3652975314
553	0.3652758271
554	0.3652308443
555	0.3652110469
556	0.3652023235
557	0.3651915456
558	0.3651852256
559	0.3651639844
560	0.3651195725
561	0.365062141
562	0.3650276739
563	0.3650185678
564	0.3650185331
565	0.364993756
566	0.3649795877
567	0.3649626841
568	0.3649594544
569	0.3649348562
570	0.3649319758
571	0.3648673772
572	0.3648617515
573	0.3648243195
574	0.3648242943
575	0.3647589568
576	0.364758944
577	0.3647244268
578	0.364720127
579	0.3647200972
580	0.3647082015
581	0.3647028725
582	0.3647013803
583	0.3646992255
584	0.3646991347
585	0.3646950685
586	0.3646740115
587	0.3646724489
588	0.3646712518
589	0.364668437
590	0.3646581705
591	0.3646462392
592	0.3646383948
593	0.364614945
594	0.3646061515
595	0.3645897748
596	0.3645858903
597	0.3645803648
598	0.3645769477
599	0.3645769302
600	0.3645244556
601	0.3645237914
602	0.3645218678
603	0.3645080263
604	0.3644790025
605	0.3644270009
606	0.3644207411
607	0.3644086526
608	0.3643857319
609	0.3643697839
610	0.3642890856
611	0.3642148701
612	0.3642101736
613	0.3642068552
614	0.3642008306
615	0.3641997772
616	0.364187613
617	0.3641465033
618	0.3641464974
619	0.3641464842
620	0.364116408
621	0.3641134867
622	0.3640491646
623	0.3640483734
624	0.3640476156
625	0.3640178901
626	0.3640168674
627	0.3640063821
628	0.3640055226
629	0.3639560052
630	0.3639371796
631	0.3639337541
632	0.3639329015
633	0.3639312447
634	0.3638943862
635	0.3638731456
636	0.3638499666
637	0.3638464619
638	0.363739854
639	0.3636547077
640	0.3636447719
641	0.3636423897
642	0.3636307152
643	0.3635574249
644	0.3635480032
645	0.3635470853
646	0.3635427049
647	0.3635338539
648	0.3635114465
649	0.3635046047
650	0.3634920103
651	0.3634849251
652	0.3634756709
653	0.3634481826
654	0.3634453517
655	0.3633657867
656	0.3633480573
657	0.3633078939
658	0.3633011486
659	0.3632997309
660	0.3632276856
661	0.3631852275
662	0.3631843794
663	0.3631683226
664	0.3631245934
665	0.3631191708
666	0.3631191485
667	0.3631178359
668	0.3630856352
669	0.3630826791
670	0.3630813
671	0.3630625891
672	0.3630617933
673	0.363058243
674	0.3630573145
675	0.3630544129
676	0.3630514607
677	0.3630431707
678	0.3629949536
679	0.3629949317
680	0.3629890333
681	0.3629800461
682	0.3629799726
683	0.3629668056
684	0.3629667925
685	0.3629553823
686	0.3629553117
687	0.3629548741
688	0.3629539712
689	0.3629531429
690	0.3629508282
691	0.3629380353
692	0.3629380124
693	0.36293799
694	0.3629347729
695	0.3628726559
696	0.3628725899
697	0.3628692672
698	0.362856501
699	0.3628551103
700	0.3628544239
701	0.3628369781
702	0.3627640879
703	0.3627471359
704	0.3627471162
705	0.3627260409
706	0.3627251482
707	0.3627210386
708	0.3627138722
709	0.3627109845
710	0.3627038458
711	0.3627028774
712	0.3626709128
713	0.362647254
714	0.3626448448
715	0.3626340918
716	0.3626246593
717	0.3626237745
718	0.362621858
719	0.3626144144
720	0.3626085438
721	0.362607232
722	0.3626072097
723	0.3626066423
724	0.3626000764
725	0.3625790962
726	0.3625243046
727	0.3625187142
728	0.3625169509
729	0.3625159336
730	0.362505634
731	0.362497898
732	0.3624966683
733	0.3624813366
734	0.3624399816
735	0.3624397845
736	0.3624045686
737	0.3623752909
738	0.3623595449
739	0.3623595211
740	0.3623194876
741	0.3623090882
742	0.3623090854
743	0.362306182
744	0.3622870793
745	0.3622820771
746	0.3622033836
747	0.362200113
748	0.3621997625
749	0.36218633
750	0.3621841714
751	0.3621658564
752	0.3621264467
753	0.3620958804
754	0.3620404454
755	0.3620393029
756	0.3620383115
757	0.3620382891
758	0.3619997483
759	0.3619997267
760	0.3619974231
761	0.3619974205
762	0.3619931489
763	0.3619811153
764	0.3619720308
765	0.3619704662
766	0.3619394587
767	0.36193904
768	0.361922394
769	0.3619184341
770	0.3618997055
771	0.3618995049
772	0.3618694376
773	0.3618665188
774	0.3618427149
775	0.3618418217
776	0.3618024855
777	0.361801047
778	0.3618002342
779	0.3617858653
780	0.3617135618
781	0.3617074086
782	0.3617058476
783	0.3617010131
784	0.3616803634
785	0.3616416771
786	0.3616118411
787	0.3615455917
788	0.3615388411
789	0.3615381972
790	0.3615351492
791	0.3615351253
792	0.3615285808
793	0.3615266519
794	0.3615008476
795	0.3614985392
796	0.3614980869
797	0.3614818722
798	0.3613748124
799	0.3613313615
800	0.3613310267
801	0.3612660116
802	0.3612657129
803	0.3612630828
804	0.3612606159
805	0.3612601935
806	0.361240883
807	0.3612404449
808	0.3612237789
809	0.3612083969
810	0.361185842
811	0.3611781575
812	0.3611698515
813	0.3611678609
814	0.3611667285
815	0.3611579609
816	0.3611363239
817	0.3611323887
818	0.361115543
819	0.3610989365
820	0.3610978606
821	0.3610959238
822	0.3610901267
823	0.3610893559
824	0.3610544806
825	0.3610103325
826	0.3609846393
827	0.3609773443
828	0.3609700367
829	0.3609687057
830	0.3609679657
831	0.3609676306
832	0.3609665897
833	0.3609630588
834	0.3609625632
835	0.360919169
836	0.3609177772
837	0.3609177748
838	0.3609141305
839	0.360898138
840	0.3608779355
841	0.3608775558
842	0.3608775357
843	0.36087505
844	0.3608720257
845	0.360871983
846	0.3608695315
847	0.3608629813
848	0.3608494032
849	0.3608435098
850	0.3608395943
851	0.3608288826
852	0.3608281097
853	0.3608258858
854	0.3607865626
855	0.3607860998
856	0.3607829462
857	0.3607374525
858	0.3606895824
859	0.3606799805
860	0.3606751873
861	0.3606436855
862	0.3606255584
863	0.3606227947
864	0.3606223548
865	0.3606056041
866	0.3606016178
867	0.3605091416
868	0.3604126287
869	0.3604125861
870	0.3604125672
871	0.3603580175
872	0.3603366347
873	0.3603359842
874	0.3602819662
875	0.3602815953
876	0.3602779048
877	0.3602778862
878	0.3602717395
879	0.3602717214
880	0.3602588204
881	0.360244983
882	0.3602160262
883	0.3602156676
884	0.3602127415
885	0.3602025978
886	0.3601945153
887	0.3601662183
888	0.3601628467
889	0.3601628435
890	0.3601622315
891	0.360152441
892	0.3601484572
893	0.3601480329
894	0.3601455227
895	0.3601452091
896	0.3601405355
897	0.3601383977
898	0.3601381162
899	0.3601378431
900	0.3601327038
901	0.3601321823
902	0.3601194539
903	0.3601047591
904	0.3600939277
905	0.3600739765
906	0.3600739376
907	0.3600619558
908	0.3600490224
909	0.3600458297
910	0.3600458266
911	0.3600434563
912	0.3600433068
913	0.3600370019
914	0.3600354982
915	0.3599400337
916	0.3599397319
917	0.3599346249
918	0.3599345891
919	0.3599295628
920	0.3598785628
921	0.359836396
922	0.3598351208
923	0.3598042188
924	0.359803457
925	0.3597940071
926	0.3597784731
927	0.359750934
928	0.3597314538
929	0.3597166611
930	0.3596337666
931	0.3596334143
932	0.3596330798
933	0.3596315952
934	0.3596277407
935	0.3596260145
936	0.3596257242
937	0.3596221286
938	0.3596043978
939	0.3596004186
940	0.3595970192
941	0.359595589
942	0.3595049204
943	0.3595012678
944	0.3595007681
945	0.3594993645
946	0.359470316
947	0.3594689774
948	0.3594391358
949	0.359424335
950	0.3594198099
951	0.3594157632
952	0.3594068417
953	0.3594065479
954	0.3594056239
955	0.3594024876
956	0.3593983275
957	0.359396285
958	0.3593577702
959	0.3593443548
960	0.359342795
961	0.3593300063
962	0.3593273805
963	0.3593194159
964	0.3593176899
965	0.3593108563
966	0.3593087373
967	0.359291043
968	0.3592899419
969	0.3592828321
970	0.3592802087
971	0.3592796245
972	0.3592752047
973	0.3592650733
974	0.3592066477
975	0.3591497016
976	0.359130171
977	0.359128092
978	0.3591273425
979	0.3591178694
980	0.3591013989
981	0.3591007454
982	0.3590869854
983	0.3590867513
984	0.3590849532
985	0.3590842691
986	0.3590839512
987	0.3590719464
988	0.359038681
989	0.3590384223
990	0.359038008
991	0.3590343978
992	0.3590219188
993	0.3590193107
994	0.3590114351
995	0.3589642036
996	0.3589617278
997	0.3589207669
998	0.3588938202
999	0.3588905206
1000	0.3588875728
1001	0.358885624
1002	0.3588737414
1003	0.3588423832
1004	0.3588421436
1005	0.3588348484
1006	0.3588278994
1007	0.358809164
1008	0.3588059159
1009	0.358788557
1010	0.3587748681
1011	0.3587724946
1012	0.3587527882
1013	0.3587498276
1014	0.3587484281
1015	0.3587369873
1016	0.3587130779
1017	0.3586997125
1018	0.3586862217
1019	0.3586842779
1020	0.3586809069
1021	0.3586535852
1022	0.3586512724
1023	0.3586383585
1024	0.3586374413
1025	0.3586338458
1026	0.3586316107
1027	0.3586287817
1028	0.3586266112
1029	0.3586256994
1030	0.3586237744
1031	0.3586221916
1032	0.3586057065
1033	0.3585921646
1034	0.3585562523
1035	0.35855531
1036	0.3585439073
1037	0.3585438916
1038	0.3585436099
1039	0.3585357051
1040	0.3585271456
1041	0.3584957419
1042	0.3584957265
1043	0.3584689246
1044	0.3584685244
1045	0.3584632791
1046	0.3584235781
1047	0.3584204324
1048	0.3584151314
1049	0.3584144046
1050	0.3583713191
1051	0.3583705983
1052	0.358365238
1053	0.3583596024
1054	0.3583590942
1055	0.3583365865
1056	0.3583365633
1057	0.3583264495
1058	0.3583122671
1059	0.358279281
1060	0.3582734638
1061	0.3582579475
1062	0.3582570017
1063	0.3582562433
1064	0.3582464323
1065	0.3582393437
1066	0.3582390637
1067	0.3582385897
1068	0.3582379462
1069	0.3582377506
1070	0.3582249919
1071	0.3582243427
1072	0.3582218596
1073	0.3581823145
1074	0.3581307562
1075	0.3581293196
1076	0.358128779
1077	0.3581285893
1078	0.3581283441
1079	0.358070589
1080	0.3580703264
1081	0.3580695763
1082	0.3580695554
1083	0.3580680996
1084	0.3580654061
1085	0.3580549633
1086	0.3580542363
1087	0.3580540536
1088	0.3580530958
1089	0.3580502949
1090	0.3580486946
1091	0.3580470068
1092	0.3580166275
1093	0.3580145817
1094	0.3580145482
1095	0.3580145296
1096	0.3580133959
1097	0.3579879639
1098	0.3579874551
1099	0.3579859909
1100	0.357982858
1101	0.3579216201
1102	0.3579165238
1103	0.3579144012
1104	0.3579141463
1105	0.3579067215
1106	0.3578896334
1107	0.3578873752
1108	0.3578873325
1109	0.3578867561
1110	0.3578651384
1111	0.3578651164
1112	0.3578575067
1113	0.3577583907
1114	0.3577580527
1115	0.3577571844
1116	0.357756683
1117	0.357756661
1118	0.3577542237
1119	0.3577539162
1120	0.3577515453
1121	0.3577514195
1122	0.3577508412
1123	0.3577506739
1124	0.3576852449
1125	0.3576848789
1126	0.3576843292
1127	0.3576843081
1128	0.3576751071
1129	0.3576735044
1130	0.3576734842
1131	0.3576727926
1132	0.3576722585
1133	0.3576717842
1134	0.3576683935
1135	0.3576326928
1136	0.357632023
1137	0.3576302311
1138	0.3576287344
1139	0.3575894115
1140	0.3575843186
1141	0.357584274
1142	0.3575842497
1143	0.3575823703
1144	0.3575808397
1145	0.3575808159
1146	0.3575753101
1147	0.3575735531
1148	0.3575732698
1149	0.3575714336
1150	0.3575696201
1151	0.357569459
1152	0.3575692552
1153	0.357569232
1154	0.3575633349
1155	0.3575605465
1156	0.3575603614
1157	0.3575588047
1158	0.3575582772
1159	0.3575580895
1160	0.357556533
1161	0.3575562082
1162	0.3575466984
1163	0.3575465344
1164	0.3575458429
1165	0.3575342777
1166	0.3575339151
1167	0.3574984363
1168	0.3574984259
1169	0.3574982659
1170	0.3574975998
1171	0.3574956313
1172	0.3574949032
1173	0.3574931116
1174	0.3574926726
1175	0.3574926443
1176	0.3574924397
1177	0.3574922846
1178	0.3574920643
1179	0.3574917358
1180	0.3574744228
1181	0.3574727059
1182	0.3574726797
1183	0.3574724289
1184	0.3574724033
1185	0.3574400887
1186	0.3574398
1187	0.3574388402
1188	0.3574384558
1189	0.3574375816
1190	0.3574370749
1191	0.3574356311
1192	0.3574275198
1193	0.3573995178
1194	0.357393261
1195	0.3573932337
1196	0.3573905414
1197	0.357390246
1198	0.3573841915
1199	0.3573841649
1200	0.3573815404
1201	0.3573813195
1202	0.3573812934
1203	0.3573799587
1204	0.357379825
1205	0.3573792317
1206	0.3573774998
1207	0.3573760847
1208	0.357364503
1209	0.3573488385
1210	0.3573485091
1211	0.357347857
1212	0.3573478288
1213	0.3573470869
1214	0.357343554
1215	0.3573419007
1216	0.357341873
1217	0.3573417755
1218	0.3573400537
1219	0.3573375851
1220	0.3573374677
1221	0.357337309
1222	0.357316601
1223	0.3573060979
1224	0.3573056344
1225	0.357305492
1226	0.3573053847
1227	0.3573052866
1228	0.3573031599
1229	0.3573002265
1230	0.3572999372
1231	0.3572956736
1232	0.3572954016
1233	0.3572948668
1234	0.3572888894
1235	0.3572884499
1236	0.3572883563
1237	0.3572882523
1238	0.3572867595
1239	0.357286272
1240	0.3572862468
1241	0.3572857763
1242	0.3572838955
1243	0.3572837738
1244	0.3572836412
1245	0.3572754944
1246	0.3572718221
1247	0.3572713573
1248	0.3572705691
1249	0.3572703612
1250	0.3572701627
1251	0.3572700573
1252	0.3572423593
1253	0.3572417835
1254	0.3572410831
1255	0.3572405298
1256	0.3572389203
1257	0.3572360839
1258	0.3572333652
1259	0.3572332608
1260	0.357233145
1261	0.3572328197
1262	0.3572302792
1263	0.3572265162
1264	0.3572232287
1265	0.3572217187
1266	0.3572216165
1267	0.3572212798
1268	0.3572191743
1269	0.3572180975
1270	0.3571674694
1271	0.3571673434
1272	0.3571608198
1273	0.357157749
1274	0.3571516664
1275	0.3571503018
1276	0.3571476696
1277	0.3571462345
1278	0.3571456495
1279	0.3571451494
1280	0.3571139944
1281	0.3571119575
1282	0.3571118165
1283	0.3571096675
1284	0.3571096431
1285	0.3570834276
1286	0.3570811011
1287	0.357080733
1288	0.3570780186
1289	0.3570772211
1290	0.357077118
1291	0.3570458742
1292	0.3570372452
1293	0.3570313661
1294	0.3570184269
1295	0.3570134759
1296	0.3570134465
1297	0.3570133654
1298	0.3569956044
1299	0.3569947151
1300	0.356993314
1301	0.3569788203
1302	0.3569787017
1303	0.3569782234
1304	0.3569746054
1305	0.3569744954
1306	0.3569732063
1307	0.3569636746
1308	0.35696321
1309	0.3569607611
1310	0.3569144237
1311	0.3568989653
1312	0.3568987121
1313	0.3568986313
1314	0.356897827
1315	0.3568957865
1316	0.3568946691
1317	0.3568916085
1318	0.356880864
1319	0.3568789388
1320	0.3568768791
1321	0.3568765363
1322	0.3568764122
1323	0.3568762909
1324	0.3568562754
1325	0.3568146694
1326	0.3568145204
1327	0.3568125057
1328	0.3568102062
1329	0.3567930125
1330	0.3567926703
1331	0.3567924932
1332	0.3567703842
1333	0.3567675372
1334	0.3567497524
1335	0.3567480974
1336	0.3567474642
1337	0.3567463758
1338	0.3567462697
1339	0.3567142209
1340	0.356710764
1341	0.3567107376
1342	0.3567106658
1343	0.3567093378
1344	0.3567085571
1345	0.356685634
1346	0.3566856077
1347	0.3566852697
1348	0.3566787773
1349	0.3566786532
1350	0.3566785662
1351	0.3566783288
1352	0.3566756899
1353	0.3566735892
1354	0.356673342
1355	0.3566732708
1356	0.3566566935
1357	0.3566565733
1358	0.356656458
1359	0.3566563909
1360	0.3566315506
1361	0.3566314758
1362	0.3566314206
1363	0.3566271172
1364	0.3566266677
1365	0.3566143396
1366	0.3566143375
1367	0.3566142553
1368	0.3566131763
1369	0.3566131502
1370	0.3566127181
1371	0.3566110518
1372	0.3566106693
1373	0.3566094493
1374	0.3566034579
1375	0.3566004362
1376	0.356595934
1377	0.3565934292
1378	0.3565933465
1379	0.3565918745
1380	0.3565716452
1381	0.3565696296
1382	0.3565489519
1383	0.3565488514
1384	0.3565106942
1385	0.3565050645
1386	0.3565047018
1387	0.3565009459
1388	0.3565002784
1389	0.3564901544
1390	0.3564772833
1391	0.356475652
1392	0.3564755567
1393	0.3564737896
1394	0.3564723365
1395	0.3564712326
1396	0.3564710857
1397	0.3564237598
1398	0.3564103326
1399	0.3563615322
1400	0.3563614915
1401	0.3563613475
1402	0.3563609498
1403	0.3563600395
1404	0.3563600144
1405	0.3563599021
1406	0.3563458136
1407	0.3563457398
1408	0.3563317807
1409	0.3563094
1410	0.3563081579
1411	0.3563079952
1412	0.356307896
1413	0.3563077957
1414	0.3563069045
1415	0.3563061388
1416	0.3563057468
1417	0.3563037284
1418	0.3563019767
1419	0.3563017715
1420	0.3563016597
1421	0.3563000001
1422	0.3562998421
1423	0.3562996455
1424	0.3562985174
1425	0.356298427
1426	0.3562970302
1427	0.3562798627
1428	0.3562794439
1429	0.3562778061
1430	0.3562776314
1431	0.3562774333
1432	0.3562771725
1433	0.3562622066
1434	0.3562621038
1435	0.3562613601
1436	0.3562553085
1437	0.3562536983
1438	0.3562535761
1439	0.3562528205
1440	0.3562514875
1441	0.3562514416
1442	0.3562513075
1443	0.3561813063
1444	0.3561811519
1445	0.3561809484
1446	0.3561642921
1447	0.356164201
1448	0.3561640108
1449	0.356162629
1450	0.3561623086
1451	0.356161068
1452	0.3561564205
1453	0.356146426
1454	0.356146023
1455	0.3561386018
1456	0.3561366887
1457	0.356135546
1458	0.3561354431
1459	0.356135327
1460	0.3561349695
1461	0.3561345683
1462	0.3561010896
1463	0.3560991848
1464	0.3560990757
1465	0.3560953181
1466	0.3560937373
1467	0.3560934527
1468	0.3560934521
1469	0.3560924767
1470	0.3560700004
1471	0.3560697363
1472	0.3560693665
1473	0.356068844
1474	0.3560515773
1475	0.3560515768
1476	0.3560512929
1477	0.3560511653
1478	0.3560159529
1479	0.3560151595
1480	0.3560117194
1481	0.3560098503
1482	0.3560090178
1483	0.3560068401
1484	0.3560065852
1485	0.3560043929
1486	0.356004297
1487	0.3559868225
1488	0.3559642755
1489	0.3559642751
1490	0.3559625457
1491	0.3559622916
1492	0.3559610024
1493	0.3559609603
1494	0.3559601804
1495	0.3559590985
1496	0.3559588493
1497	0.3559508
1498	0.3559487022
1499	0.3559471411
1500	0.3559461624
1501	0.3559451354
1502	0.3559450686
1503	0.3559230322
1504	0.3559217767
1505	0.3559215807
1506	0.3559207663
1507	0.3559196046
1508	0.3558956233
1509	0.3558934024
1510	0.3558663326
1511	0.355832177
1512	0.3558319434
