iter	Passed	Remaining
147	431	14145
148	433	14109
149	436	14100
150	438	14086
151	440	14054
152	442	14021
153	445	14026
154	448	14009
155	450	13996
156	453	13987
157	455	13956
158	457	13923
159	460	13923
160	462	13914
161	464	13881
162	468	13891
163	470	13865
164	472	13832
165	475	13839
166	477	13826
167	479	13799
168	482	13804
169	485	13785
170	487	13765
171	490	13756
172	493	13758
173	494	13727
174	496	13693
175	500	13714
176	502	13685
177	504	13659
178	507	13665
179	509	13656
180	512	13638
181	515	13645
182	517	13621
183	519	13591
184	522	13588
185	524	13584
186	526	13560
187	530	13571
188	532	13563
189	534	13539
190	537	13529
191	539	13520
192	541	13493
193	543	13465
194	546	13476
195	548	13455
196	550	13429
197	553	13420
198	556	13429
199	558	13408
200	562	13420
201	563	13393
202	565	13368
203	568	13362
204	571	13365
205	573	13344
206	576	13342
207	578	13329
208	580	13305
209	582	13291
210	585	13281
211	587	13267
212	589	13253
213	593	13263
214	596	13268
215	598	13250
216	600	13228
217	601	13203
218	603	13177
219	605	13147
220	607	13144
221	610	13131
222	611	13108
223	613	13088
224	615	13064
225	617	13042
226	619	13016
227	621	13000
228	623	12981
229	626	12997
230	628	12977
231	630	12955
232	632	12931
233	633	12909
234	635	12886
235	637	12865
236	639	12844
237	640	12821
238	642	12805
239	645	12796
240	646	12776
241	648	12755
242	651	12745
243	653	12731
244	655	12724
245	657	12704
246	659	12692
247	661	12678
248	663	12663
249	665	12643
250	667	12625
251	669	12608
252	671	12603
253	673	12577
254	675	12560
255	676	12542
256	678	12522
257	680	12503
258	681	12481
259	683	12461
260	685	12443
261	687	12428
262	688	12405
263	690	12387
264	692	12369
265	694	12355
266	696	12339
267	698	12325
268	699	12304
269	701	12289
270	703	12272
271	704	12253
272	706	12237
273	708	12217
274	710	12202
275	712	12194
276	714	12188
277	716	12173
278	718	12165
279	721	12156
280	722	12135
281	724	12118
282	726	12107
283	728	12090
284	730	12090
285	733	12086
286	734	12064
287	736	12051
288	738	12034
289	739	12012
290	741	11997
291	743	11984
292	745	11970
293	746	11956
294	748	11941
295	750	11927
296	752	11914
297	754	11897
298	755	11883
299	757	11869
300	759	11853
301	761	11839
302	762	11824
303	764	11809
304	766	11794
305	767	11779
306	769	11766
307	771	11753
308	773	11737
309	774	11723
310	776	11708
311	778	11700
312	781	11706
313	784	11700
314	786	11691
315	787	11679
316	790	11671
317	793	11678
318	795	11670
319	797	11656
320	799	11649
321	801	11638
322	802	11624
323	804	11610
324	806	11599
325	808	11587
326	809	11574
327	811	11563
328	813	11551
329	815	11541
330	817	11526
331	818	11514
332	820	11500
333	822	11488
334	823	11471
335	825	11457
336	827	11445
337	829	11435
338	830	11424
339	832	11412
340	834	11402
341	836	11391
342	838	11383
343	839	11368
344	841	11358
345	843	11347
346	845	11335
347	847	11322
348	848	11310
349	850	11304
350	854	11311
351	855	11302
352	857	11294
353	860	11296
354	862	11284
355	864	11273
356	865	11259
357	867	11248
358	869	11244
359	872	11240
360	873	11229
361	875	11223
362	877	11214
363	879	11201
364	880	11185
365	882	11175
366	884	11167
367	886	11155
368	888	11145
369	889	11135
370	891	11125
371	893	11117
372	895	11106
373	897	11098
374	899	11089
375	900	11079
376	902	11072
377	904	11061
378	906	11051
379	908	11043
380	910	11034
381	911	11023
382	913	11012
383	915	11001
384	919	11022
385	922	11025
386	924	11019
387	926	11011
388	928	11007
389	930	10993
390	932	10990
391	934	10989
392	936	10980
393	938	10970
394	940	10962
395	942	10953
396	943	10939
397	945	10931
398	947	10921
399	948	10911
400	950	10903
401	952	10893
402	954	10888
403	956	10878
404	958	10870
405	959	10862
406	961	10854
407	963	10845
408	965	10838
409	967	10829
410	968	10815
411	970	10806
412	972	10796
413	973	10787
414	975	10776
415	977	10766
416	978	10757
417	980	10748
418	982	10739
419	984	10731
420	985	10721
421	987	10713
422	990	10716
423	993	10717
424	994	10708
425	996	10700
426	999	10699
427	1001	10695
428	1003	10687
429	1004	10678
430	1006	10673
431	1010	10682
432	1012	10681
433	1014	10678
434	1016	10671
435	1018	10662
436	1020	10654
437	1022	10646
438	1024	10643
439	1025	10632
440	1027	10623
441	1029	10618
442	1031	10612
443	1033	10603
444	1035	10597
445	1037	10590
446	1038	10581
447	1041	10581
448	1044	10587
449	1046	10585
450	1048	10579
451	1051	10576
452	1055	10596
453	1059	10611
454	1064	10637
455	1069	10652
456	1071	10654
457	1074	10657
458	1079	10676
459	1084	10707
460	1092	10754
461	1097	10777
462	1100	10784
463	1102	10782
464	1106	10790
465	1109	10796
466	1113	10804
467	1115	10804
468	1118	10809
469	1121	10813
470	1124	10813
471	1127	10814
472	1131	10832
473	1136	10855
474	1140	10865
475	1144	10873
476	1147	10881
477	1152	10899
478	1155	10903
479	1159	10914
480	1162	10918
481	1166	10929
482	1168	10931
483	1172	10939
484	1175	10942
485	1178	10946
486	1181	10949
487	1184	10952
488	1187	10956
489	1190	10956
490	1193	10959
491	1196	10961
492	1199	10965
493	1204	10983
494	1206	10984
495	1210	10992
496	1215	11009
497	1218	11014
498	1222	11026
499	1226	11034
500	1228	11031
501	1231	11030
502	1233	11028
503	1235	11025
504	1237	11019
505	1239	11011
506	1242	11010
507	1244	11004
508	1246	10998
509	1248	10991
510	1250	10981
511	1251	10972
512	1253	10964
513	1255	10956
514	1257	10949
515	1259	10940
516	1260	10932
517	1262	10923
518	1264	10916
519	1266	10908
520	1267	10900
521	1270	10901
522	1273	10902
523	1275	10895
524	1277	10888
525	1279	10882
526	1281	10877
527	1283	10869
528	1285	10862
529	1287	10855
530	1289	10848
531	1291	10848
532	1293	10842
533	1295	10835
534	1297	10830
535	1299	10823
536	1301	10817
537	1303	10808
538	1305	10803
539	1307	10796
540	1308	10786
541	1310	10777
542	1312	10770
543	1314	10763
544	1316	10758
545	1318	10755
546	1320	10749
547	1322	10744
548	1324	10737
549	1326	10735
550	1329	10736
551	1332	10740
552	1335	10740
553	1338	10744
554	1343	10756
555	1346	10761
556	1349	10764
557	1352	10766
558	1355	10768
559	1358	10767
560	1361	10772
561	1364	10777
562	1368	10781
563	1371	10784
564	1373	10784
565	1377	10787
566	1380	10789
567	1382	10790
568	1386	10799
569	1389	10802
570	1393	10808
571	1396	10811
572	1399	10811
573	1402	10815
574	1404	10811
575	1408	10814
576	1410	10813
577	1414	10824
578	1417	10822
579	1420	10825
580	1423	10829
581	1426	10827
582	1429	10829
583	1433	10837
584	1436	10842
585	1440	10846
586	1443	10851
587	1446	10854
588	1449	10857
589	1452	10857
590	1455	10859
591	1459	10865
592	1462	10866
593	1465	10868
594	1468	10869
595	1470	10869
596	1473	10869
597	1476	10868
598	1479	10866
599	1481	10865
600	1486	10876
601	1488	10876
602	1491	10878
603	1495	10882
604	1497	10881
605	1501	10885
606	1504	10886
607	1507	10887
608	1509	10886
609	1513	10889
610	1515	10887
611	1518	10885
612	1520	10884
613	1523	10885
614	1527	10887
615	1530	10889
616	1533	10891
617	1535	10890
618	1538	10888
619	1540	10883
620	1543	10883
621	1546	10882
622	1548	10881
623	1553	10891
624	1556	10892
625	1559	10895
626	1562	10895
627	1564	10892
628	1567	10891
629	1570	10891
630	1573	10896
631	1576	10898
632	1579	10898
633	1582	10896
634	1584	10892
635	1587	10895
636	1590	10894
637	1593	10894
638	1596	10896
639	1599	10898
640	1602	10898
641	1605	10897
642	1609	10904
643	1612	10905
644	1615	10905
645	1617	10904
646	1620	10903
647	1624	10913
648	1627	10910
649	1630	10913
650	1633	10915
651	1636	10915
652	1640	10918
653	1643	10921
654	1646	10920
655	1649	10920
656	1651	10919
657	1654	10916
658	1657	10918
659	1660	10918
660	1663	10917
661	1665	10916
662	1668	10912
663	1670	10910
664	1673	10909
665	1676	10909
666	1679	10907
667	1681	10902
668	1683	10900
669	1686	10901
670	1689	10900
671	1694	10911
672	1697	10911
673	1700	10917
674	1703	10915
675	1706	10913
676	1708	10911
677	1712	10916
678	1715	10918
679	1718	10918
680	1721	10916
681	1724	10915
682	1726	10914
683	1729	10913
684	1732	10913
685	1735	10914
686	1738	10917
687	1741	10917
688	1744	10917
689	1747	10917
690	1750	10913
691	1753	10913
692	1755	10911
693	1758	10911
694	1761	10908
695	1765	10915
696	1767	10913
697	1770	10912
698	1773	10913
699	1776	10915
700	1779	10915
701	1782	10911
702	1784	10908
703	1787	10907
704	1790	10906
705	1793	10906
706	1795	10904
707	1798	10904
708	1801	10904
709	1805	10907
710	1807	10905
711	1810	10906
712	1813	10904
713	1817	10907
714	1819	10907
715	1823	10908
716	1826	10909
717	1829	10910
718	1831	10906
719	1836	10916
720	1839	10916
721	1842	10917
722	1845	10915
723	1848	10915
724	1851	10915
725	1854	10915
726	1857	10915
727	1860	10915
728	1863	10916
729	1865	10914
730	1868	10914
731	1872	10914
732	1875	10915
733	1877	10912
734	1880	10910
735	1883	10911
736	1886	10912
737	1889	10911
738	1892	10910
739	1894	10905
740	1897	10908
741	1902	10915
742	1907	10928
743	1911	10934
744	1916	10944
745	1920	10953
746	1924	10958
747	1927	10957
748	1930	10958
749	1933	10958
750	1936	10956
751	1939	10957
752	1942	10957
753	1954	11008
754	1960	11024
755	1965	11031
756	1967	11028
757	1970	11025
758	1972	11023
759	1976	11027
760	1979	11026
761	1982	11023
762	1985	11025
763	1988	11024
764	1991	11025
765	1995	11027
766	1998	11027
767	2001	11026
768	2004	11027
769	2007	11028
770	2010	11027
771	2013	11027
772	2016	11027
773	2019	11028
774	2023	11028
775	2026	11030
776	2029	11029
777	2032	11028
778	2034	11022
779	2035	11014
780	2037	11007
781	2039	11003
782	2041	10995
783	2044	10995
784	2046	10990
785	2048	10984
786	2050	10976
787	2052	10973
788	2055	10969
789	2057	10962
790	2058	10955
791	2060	10947
792	2062	10941
793	2064	10934
794	2066	10928
795	2068	10922
796	2069	10915
797	2071	10908
798	2073	10904
799	2076	10899
800	2077	10893
801	2079	10887
802	2081	10879
803	2083	10874
804	2085	10868
805	2087	10861
806	2089	10858
807	2091	10849
808	2092	10842
809	2094	10835
810	2096	10829
811	2098	10822
812	2100	10815
813	2102	10809
814	2103	10802
815	2105	10796
816	2107	10789
817	2109	10784
818	2112	10782
819	2114	10778
820	2116	10771
821	2117	10764
822	2120	10760
823	2122	10754
824	2123	10747
825	2125	10740
826	2127	10734
827	2129	10728
828	2131	10723
829	2133	10717
830	2135	10711
831	2136	10704
832	2138	10698
833	2140	10691
834	2142	10685
835	2144	10679
836	2145	10673
837	2147	10664
838	2149	10659
839	2151	10652
840	2153	10647
841	2154	10640
842	2156	10633
843	2158	10626
844	2159	10620
845	2161	10613
846	2163	10608
847	2165	10601
848	2167	10596
849	2169	10590
850	2170	10584
851	2172	10578
852	2174	10572
853	2176	10565
854	2178	10559
855	2180	10557
856	2183	10556
857	2185	10550
858	2187	10543
859	2189	10540
860	2191	10536
861	2193	10529
862	2195	10523
863	2197	10517
864	2199	10512
865	2200	10505
866	2202	10499
867	2204	10494
868	2206	10488
869	2208	10482
870	2209	10475
871	2211	10469
872	2213	10464
873	2215	10458
874	2217	10452
875	2218	10446
876	2220	10440
877	2222	10434
878	2224	10427
879	2225	10421
880	2227	10415
881	2229	10409
882	2231	10403
883	2233	10398
884	2235	10392
885	2236	10386
886	2239	10383
887	2241	10377
888	2242	10372
889	2244	10365
890	2246	10360
891	2249	10360
892	2251	10356
893	2253	10350
894	2255	10346
895	2258	10342
896	2259	10337
897	2261	10331
898	2263	10325
899	2265	10322
900	2267	10316
901	2269	10311
902	2271	10305
903	2273	10300
904	2275	10294
905	2277	10289
906	2278	10283
907	2280	10277
908	2282	10272
909	2284	10267
910	2286	10260
911	2287	10255
912	2289	10249
913	2291	10243
914	2293	10239
915	2295	10233
916	2297	10228
917	2299	10223
918	2300	10217
919	2302	10211
920	2304	10207
921	2306	10202
922	2308	10196
923	2310	10191
924	2312	10186
925	2313	10180
926	2315	10174
927	2318	10173
928	2321	10171
929	2322	10166
930	2324	10160
931	2327	10157
932	2329	10152
933	2330	10146
934	2332	10141
935	2334	10136
936	2336	10130
937	2338	10124
938	2339	10119
939	2342	10116
940	2344	10111
941	2346	10106
942	2348	10102
943	2350	10097
944	2352	10092
945	2353	10087
946	2355	10082
947	2357	10076
948	2359	10071
949	2361	10066
950	2363	10061
951	2364	10056
952	2366	10050
953	2368	10043
954	2369	10038
955	2371	10033
956	2373	10027
957	2375	10021
958	2377	10016
959	2378	10011
960	2380	10005
961	2383	10006
962	2386	10004
963	2388	10001
964	2390	9996
965	2392	9992
966	2394	9987
967	2396	9982
968	2398	9976
969	2400	9971
970	2402	9967
971	2404	9962
972	2405	9957
973	2408	9953
974	2410	9949
975	2411	9943
976	2413	9938
977	2415	9933
978	2417	9928
979	2418	9922
980	2420	9917
981	2422	9912
982	2424	9907
983	2425	9901
984	2427	9895
985	2429	9890
986	2431	9886
987	2433	9881
988	2435	9877
989	2437	9871
990	2438	9866
991	2440	9861
992	2442	9855
993	2444	9850
994	2446	9845
995	2448	9841
996	2449	9836
997	2453	9838
998	2455	9834
999	2457	9829
1000	2459	9825
1001	2461	9820
1002	2463	9815
1003	2465	9812
1004	2467	9807
1005	2469	9803
1006	2471	9798
1007	2472	9793
1008	2474	9788
1009	2477	9788
1010	2480	9786
1011	2483	9787
1012	2486	9785
1013	2489	9784
1014	2492	9785
1015	2497	9792
1016	2499	9790
1017	2502	9789
1018	2506	9792
1019	2509	9790
1020	2510	9785
1021	2513	9783
1022	2515	9778
1023	2517	9773
1024	2519	9768
1025	2522	9768
1026	2524	9766
1027	2527	9765
1028	2530	9765
1029	2533	9765
1030	2536	9764
1031	2540	9766
1032	2542	9765
1033	2544	9761
1034	2548	9761
1035	2550	9760
1036	2553	9760
1037	2556	9758
1038	2559	9757
1039	2562	9756
1040	2565	9756
1041	2568	9755
1042	2570	9753
1043	2573	9751
1044	2576	9751
1045	2579	9751
1046	2582	9750
1047	2585	9749
1048	2589	9754
1049	2592	9754
1050	2596	9754
1051	2598	9753
1052	2600	9748
1053	2602	9743
1054	2604	9738
1055	2606	9733
1056	2607	9727
1057	2609	9723
1058	2611	9718
1059	2613	9714
1060	2615	9709
1061	2617	9705
1062	2619	9700
1063	2620	9695
1064	2622	9691
1065	2624	9686
1066	2626	9681
1067	2628	9676
1068	2630	9671
1069	2631	9666
1070	2633	9662
1071	2635	9657
1072	2637	9652
1073	2639	9647
1074	2640	9642
1075	2642	9638
1076	2644	9633
1077	2646	9627
1078	2648	9623
1079	2650	9619
1080	2652	9614
1081	2654	9612
1082	2657	9611
1083	2660	9609
1084	2663	9609
1085	2665	9606
1086	2667	9603
1087	2669	9599
1088	2672	9597
1089	2674	9595
1090	2677	9594
1091	2680	9592
1092	2685	9599
1093	2688	9597
1094	2689	9591
1095	2690	9585
1096	2692	9580
1097	2694	9576
1098	2696	9572
1099	2698	9567
1100	2700	9562
1101	2702	9558
1102	2703	9553
1103	2705	9548
1104	2707	9544
1105	2709	9540
1106	2711	9535
1107	2713	9530
1108	2715	9525
1109	2716	9521
1110	2718	9516
1111	2720	9510
1112	2721	9505
1113	2723	9501
1114	2726	9500
1115	2729	9498
1116	2731	9494
1117	2732	9488
1118	2734	9484
1119	2736	9479
1120	2738	9475
1121	2739	9470
1122	2741	9466
1123	2743	9461
1124	2745	9457
1125	2748	9455
1126	2749	9449
1127	2751	9444
1128	2753	9440
1129	2755	9436
1130	2756	9430
1131	2759	9428
1132	2760	9422
1133	2762	9418
1134	2764	9413
1135	2766	9409
1136	2768	9405
1137	2770	9401
1138	2772	9398
1139	2774	9393
1140	2775	9388
1141	2777	9383
1142	2779	9378
1143	2780	9373
1144	2782	9369
1145	2784	9363
1146	2786	9358
1147	2787	9354
1148	2790	9353
1149	2792	9350
1150	2794	9345
1151	2796	9341
1152	2798	9338
1153	2800	9332
1154	2801	9327
1155	2803	9322
1156	2805	9318
1157	2807	9315
1158	2809	9311
1159	2811	9306
1160	2813	9302
1161	2815	9298
1162	2816	9293
1163	2818	9288
1164	2820	9283
1165	2822	9279
1166	2823	9275
1167	2825	9270
1168	2827	9265
1169	2829	9260
1170	2830	9256
1171	2832	9252
1172	2834	9248
1173	2836	9245
1174	2838	9241
1175	2840	9236
1176	2842	9232
1177	2843	9226
1178	2845	9221
1179	2846	9216
1180	2848	9212
1181	2850	9207
1182	2852	9202
1183	2854	9200
1184	2857	9199
1185	2859	9195
1186	2861	9190
1187	2863	9186
1188	2865	9183
1189	2867	9180
1190	2869	9177
1191	2871	9173
1192	2873	9168
1193	2874	9163
1194	2876	9159
1195	2878	9154
1196	2880	9150
1197	2882	9146
1198	2883	9142
1199	2885	9136
1200	2887	9133
1201	2889	9129
1202	2890	9124
1203	2892	9120
1204	2894	9114
1205	2896	9110
1206	2897	9106
1207	2899	9103
1208	2901	9099
1209	2903	9095
1210	2905	9090
1211	2907	9086
1212	2908	9081
1213	2910	9077
1214	2912	9073
1215	2914	9069
1216	2916	9064
1217	2917	9059
1218	2920	9058
1219	2923	9057
1220	2925	9053
1221	2926	9048
1222	2929	9046
1223	2931	9043
1224	2933	9039
1225	2934	9034
1226	2936	9030
1227	2939	9028
1228	2940	9023
1229	2942	9019
1230	2944	9015
1231	2946	9012
1232	2948	9008
1233	2950	9004
1234	2952	9000
1235	2954	8996
1236	2955	8991
1237	2957	8987
1238	2959	8983
1239	2961	8979
1240	2962	8973
1241	2964	8969
1242	2966	8965
1243	2967	8961
1244	2969	8956
1245	2971	8952
1246	2973	8949
1247	2975	8944
1248	2977	8940
1249	2980	8940
1250	2982	8936
1251	2984	8934
1252	2986	8932
1253	2989	8929
1254	2992	8929
1255	2994	8926
1256	2996	8923
1257	2999	8920
1258	3001	8918
1259	3003	8915
1260	3005	8911
1261	3007	8907
1262	3009	8903
1263	3010	8899
1264	3013	8896
1265	3015	8894
1266	3017	8890
1267	3019	8886
1268	3021	8883
1269	3023	8879
1270	3025	8875
1271	3026	8871
1272	3028	8868
1273	3030	8864
1274	3032	8860
1275	3034	8856
1276	3036	8852
1277	3038	8848
1278	3040	8844
1279	3041	8839
1280	3043	8836
1281	3045	8832
1282	3047	8828
1283	3048	8823
1284	3050	8819
1285	3052	8815
1286	3055	8815
1287	3057	8811
1288	3059	8808
1289	3061	8804
1290	3063	8801
1291	3065	8797
1292	3067	8793
1293	3069	8789
1294	3071	8787
1295	3073	8784
1296	3074	8779
1297	3076	8774
1298	3078	8772
1299	3080	8768
1300	3082	8764
1301	3084	8761
1302	3086	8757
1303	3088	8754
1304	3090	8750
1305	3092	8746
1306	3094	8742
1307	3095	8738
1308	3097	8733
1309	3099	8729
1310	3100	8725
1311	3102	8721
1312	3104	8718
1313	3106	8714
1314	3108	8711
1315	3110	8707
1316	3112	8703
1317	3113	8699
1318	3115	8695
1319	3117	8691
1320	3119	8687
1321	3121	8685
1322	3124	8684
1323	3126	8680
1324	3128	8677
1325	3130	8674
1326	3132	8671
1327	3134	8667
1328	3136	8663
1329	3138	8660
1330	3140	8656
1331	3142	8652
1332	3144	8648
1333	3146	8646
1334	3148	8642
1335	3150	8638
1336	3152	8636
1337	3154	8632
1338	3155	8628
1339	3157	8624
1340	3159	8620
1341	3160	8615
1342	3162	8611
1343	3164	8608
1344	3166	8604
1345	3168	8600
1346	3169	8595
1347	3171	8591
1348	3172	8587
1349	3174	8583
1350	3176	8578
1351	3177	8574
1352	3179	8570
1353	3181	8567
1354	3183	8563
1355	3185	8560
1356	3188	8559
1357	3190	8557
1358	3192	8553
1359	3194	8549
1360	3196	8546
1361	3198	8542
1362	3200	8540
1363	3202	8536
1364	3204	8533
1365	3206	8530
1366	3208	8525
1367	3209	8521
1368	3211	8518
1369	3213	8514
1370	3215	8510
1371	3216	8506
1372	3218	8502
1373	3220	8499
1374	3222	8495
1375	3225	8494
1376	3227	8490
1377	3229	8487
1378	3232	8487
1379	3235	8487
1380	3238	8486
1381	3241	8485
1382	3244	8485
1383	3247	8485
1384	3250	8484
1385	3254	8486
1386	3256	8482
1387	3257	8477
1388	3259	8474
1389	3261	8471
1390	3264	8469
1391	3266	8465
1392	3268	8464
1393	3271	8463
1394	3274	8461
1395	3277	8461
1396	3280	8461
1397	3283	8460
1398	3286	8458
1399	3288	8457
1400	3290	8453
1401	3292	8449
1402	3294	8445
1403	3296	8442
1404	3297	8437
1405	3299	8433
1406	3301	8430
1407	3302	8426
1408	3304	8422
1409	3306	8419
1410	3308	8415
1411	3310	8412
1412	3312	8408
1413	3313	8404
1414	3315	8401
1415	3317	8397
1416	3320	8396
1417	3323	8395
1418	3325	8392
1419	3327	8389
1420	3329	8386
1421	3331	8382
1422	3333	8379
1423	3335	8375
1424	3337	8373
1425	3339	8369
1426	3341	8365
1427	3343	8362
1428	3345	8359
1429	3347	8355
1430	3348	8352
1431	3350	8349
1432	3352	8344
1433	3354	8341
1434	3356	8338
1435	3358	8334
1436	3359	8330
1437	3361	8326
1438	3363	8323
1439	3366	8322
1440	3369	8321
1441	3371	8319
1442	3374	8318
1443	3378	8319
1444	3382	8320
1445	3386	8322
1446	3388	8320
1447	3390	8316
1448	3392	8312
1449	3394	8310
1450	3396	8307
1451	3398	8303
1452	3400	8300
1453	3403	8299
1454	3405	8296
1455	3407	8293
1456	3409	8290
1457	3411	8287
1458	3413	8283
1459	3415	8280
1460	3416	8276
1461	3418	8273
1462	3420	8270
1463	3423	8267
1464	3424	8264
1465	3426	8260
1466	3428	8256
1467	3430	8252
1468	3431	8249
1469	3433	8245
1470	3435	8242
1471	3437	8238
1472	3439	8235
1473	3441	8232
1474	3443	8228
1475	3444	8224
1476	3446	8220
1477	3448	8216
1478	3450	8215
1479	3454	8215
1480	3455	8211
1481	3457	8207
1482	3460	8206
1483	3462	8202
1484	3464	8199
1485	3465	8195
1486	3467	8192
1487	3469	8189
1488	3471	8186
1489	3473	8181
1490	3475	8178
1491	3477	8175
1492	3479	8172
1493	3480	8168
1494	3482	8165
1495	3484	8161
1496	3486	8158
1497	3488	8155
1498	3490	8151
1499	3492	8148
1500	3494	8145
1501	3495	8141
1502	3497	8137
1503	3499	8133
1504	3500	8130
1505	3502	8126
1506	3504	8123
1507	3506	8120
1508	3508	8116
1509	3510	8113
1510	3512	8109
1511	3513	8106
1512	3515	8102
1513	3518	8100
1514	3521	8099
1515	3523	8096
1516	3525	8093
1517	3527	8090
1518	3529	8088
1519	3531	8084
1520	3533	8082
1521	3535	8078
1522	3536	8073
1523	3538	8070
1524	3540	8067
1525	3542	8064
1526	3544	8060
1527	3546	8057
1528	3548	8054
1529	3550	8052
1530	3552	8049
1531	3554	8045
1532	3555	8041
1533	3557	8038
1534	3559	8034
1535	3561	8031
1536	3563	8027
1537	3564	8024
1538	3566	8021
1539	3568	8017
1540	3570	8015
1541	3572	8011
1542	3574	8008
1543	3576	8004
1544	3578	8001
1545	3579	7997
1546	3581	7994
1547	3584	7994
1548	3587	7991
1549	3588	7988
1550	3591	7986
1551	3593	7983
1552	3595	7979
1553	3597	7976
1554	3598	7973
1555	3601	7970
1556	3603	7967
1557	3605	7964
1558	3606	7960
1559	3608	7958
1560	3610	7955
1561	3612	7951
1562	3614	7948
1563	3616	7944
1564	3618	7941
1565	3620	7938
1566	3621	7934
1567	3623	7931
1568	3625	7927
1569	3627	7924
1570	3629	7921
1571	3630	7917
1572	3632	7914
1573	3634	7910
1574	3636	7907
1575	3638	7904
1576	3639	7900
1577	3641	7896
1578	3643	7893
1579	3645	7890
1580	3647	7886
1581	3648	7883
1582	3652	7883
1583	3654	7880
1584	3656	7877
1585	3657	7873
1586	3659	7870
1587	3661	7867
1588	3663	7864
1589	3665	7860
1590	3667	7857
1591	3669	7854
1592	3671	7851
1593	3672	7848
1594	3675	7845
1595	3677	7842
1596	3678	7838
1597	3680	7834
1598	3682	7832
1599	3684	7829
1600	3686	7825
1601	3687	7822
1602	3689	7818
1603	3691	7815
1604	3693	7812
1605	3695	7808
1606	3696	7804
1607	3698	7801
1608	3699	7797
1609	3701	7793
1610	3703	7790
1611	3705	7787
1612	3707	7784
1613	3708	7780
1614	3710	7777
1615	3712	7774
1616	3714	7771
1617	3717	7770
1618	3719	7767
1619	3721	7764
1620	3723	7761
1621	3725	7758
1622	3727	7756
1623	3729	7753
1624	3731	7750
1625	3733	7746
1626	3735	7743
1627	3737	7740
1628	3739	7737
1629	3741	7734
1630	3743	7731
1631	3744	7728
1632	3746	7725
1633	3748	7721
1634	3750	7719
1635	3752	7716
1636	3754	7712
1637	3756	7710
1638	3758	7707
1639	3760	7704
1640	3762	7701
1641	3764	7697
1642	3765	7694
1643	3767	7691
1644	3769	7688
1645	3771	7684
1646	3773	7681
1647	3775	7678
1648	3776	7674
1649	3778	7671
1650	3780	7667
1651	3783	7667
1652	3785	7665
1653	3787	7661
1654	3789	7659
1655	3791	7656
1656	3793	7653
1657	3795	7649
1658	3797	7646
1659	3798	7643
1660	3800	7640
1661	3802	7636
1662	3804	7633
1663	3806	7630
1664	3808	7627
1665	3809	7624
1666	3811	7621
1667	3813	7618
1668	3815	7615
1669	3817	7612
1670	3819	7609
1671	3821	7605
1672	3822	7602
1673	3824	7599
1674	3826	7596
1675	3828	7592
1676	3830	7589
1677	3831	7586
1678	3833	7583
1679	3835	7580
1680	3837	7577
1681	3839	7574
1682	3841	7571
1683	3843	7568
1684	3846	7567
1685	3848	7565
1686	3850	7561
1687	3852	7558
1688	3854	7555
1689	3856	7552
1690	3857	7549
1691	3859	7545
1692	3861	7543
1693	3863	7540
1694	3865	7537
1695	3867	7533
1696	3869	7531
1697	3871	7527
1698	3872	7524
1699	3874	7521
1700	3876	7518
1701	3878	7515
1702	3880	7512
1703	3882	7509
1704	3883	7505
1705	3885	7502
1706	3887	7499
1707	3889	7496
1708	3891	7493
1709	3892	7488
1710	3894	7486
