iter	Passed	Remaining
1711	3896	7483
1712	3898	7479
1713	3899	7476
1714	3901	7473
1715	3903	7470
1716	3905	7467
1717	3907	7464
1718	3909	7461
1719	3911	7458
1720	3914	7457
1721	3916	7454
1722	3918	7451
1723	3919	7448
1724	3922	7446
1725	3923	7443
1726	3925	7439
1727	3927	7436
1728	3929	7433
1729	3931	7430
1730	3932	7427
1731	3934	7424
1732	3936	7421
1733	3938	7418
1734	3940	7415
1735	3942	7412
1736	3944	7409
1737	3946	7406
1738	3948	7403
1739	3949	7400
1740	3951	7396
1741	3953	7393
1742	3955	7390
1743	3957	7387
1744	3958	7384
1745	3960	7381
1746	3962	7378
1747	3964	7375
1748	3966	7372
1749	3968	7369
1750	3970	7366
1751	3971	7363
1752	3973	7360
1753	3976	7358
1754	3978	7357
1755	3980	7354
1756	3983	7351
1757	3985	7349
1758	3987	7346
1759	3988	7343
1760	3990	7339
1761	3992	7336
1762	3994	7333
1763	3996	7330
1764	3997	7327
1765	3999	7324
1766	4001	7321
1767	4003	7318
1768	4005	7315
1769	4007	7312
1770	4009	7309
1771	4011	7306
1772	4012	7303
1773	4014	7300
1774	4016	7297
1775	4018	7294
1776	4020	7292
1777	4022	7289
1778	4023	7285
1779	4025	7282
1780	4027	7279
1781	4029	7276
1782	4031	7273
1783	4033	7270
1784	4034	7267
1785	4036	7264
1786	4038	7261
1787	4040	7258
1788	4042	7256
1789	4045	7255
1790	4047	7252
1791	4049	7249
1792	4051	7246
1793	4053	7244
1794	4055	7240
1795	4057	7237
1796	4058	7234
1797	4060	7231
1798	4062	7228
1799	4064	7224
1800	4066	7223
1801	4068	7220
1802	4070	7217
1803	4072	7214
1804	4073	7211
1805	4075	7208
1806	4077	7205
1807	4079	7202
1808	4081	7200
1809	4083	7196
1810	4085	7193
1811	4087	7191
1812	4089	7188
1813	4090	7184
1814	4092	7181
1815	4094	7178
1816	4095	7175
1817	4097	7172
1818	4099	7169
1819	4101	7166
1820	4103	7163
1821	4106	7162
1822	4108	7160
1823	4111	7159
1824	4114	7158
1825	4118	7158
1826	4120	7155
1827	4121	7152
1828	4123	7149
1829	4125	7147
1830	4127	7144
1831	4129	7141
1832	4131	7138
1833	4133	7135
1834	4135	7132
1835	4137	7129
1836	4139	7126
1837	4140	7123
1838	4142	7120
1839	4144	7117
1840	4146	7114
1841	4147	7111
1842	4149	7108
1843	4151	7105
1844	4153	7102
1845	4155	7100
1846	4157	7097
1847	4159	7094
1848	4161	7091
1849	4163	7088
1850	4165	7085
1851	4167	7083
1852	4168	7079
1853	4171	7079
1854	4174	7077
1855	4176	7074
1856	4178	7072
1857	4180	7069
1858	4182	7066
1859	4184	7063
1860	4185	7060
1861	4187	7057
1862	4189	7054
1863	4191	7051
1864	4193	7048
1865	4195	7046
1866	4197	7043
1867	4199	7040
1868	4200	7037
1869	4202	7034
1870	4204	7031
1871	4206	7028
1872	4208	7025
1873	4209	7022
1874	4211	7019
1875	4213	7016
1876	4215	7013
1877	4217	7010
1878	4218	7007
1879	4220	7004
1880	4222	7001
1881	4224	6999
1882	4226	6996
1883	4228	6993
1884	4230	6990
1885	4232	6987
1886	4233	6984
1887	4235	6981
1888	4237	6978
1889	4239	6976
1890	4242	6974
1891	4244	6971
1892	4245	6968
1893	4248	6966
1894	4249	6963
1895	4251	6960
1896	4253	6957
1897	4255	6955
1898	4257	6952
1899	4259	6949
1900	4261	6946
1901	4263	6943
1902	4264	6940
1903	4266	6938
1904	4268	6935
1905	4270	6932
1906	4271	6928
1907	4274	6926
1908	4276	6923
1909	4277	6919
1910	4279	6916
1911	4281	6914
1912	4282	6911
1913	4284	6908
1914	4286	6905
1915	4288	6902
1916	4290	6899
1917	4292	6897
1918	4294	6894
1919	4295	6891
1920	4298	6889
1921	4299	6885
1922	4301	6883
1923	4305	6882
1924	4306	6879
1925	4308	6876
1926	4311	6874
1927	4312	6872
1928	4314	6869
1929	4316	6866
1930	4318	6863
1931	4320	6860
1932	4322	6858
1933	4324	6855
1934	4326	6853
1935	4328	6850
1936	4330	6847
1937	4332	6845
1938	4334	6842
1939	4337	6841
1940	4339	6839
1941	4343	6839
1942	4346	6838
1943	4349	6836
1944	4351	6834
1945	4353	6831
1946	4355	6829
1947	4357	6826
1948	4359	6824
1949	4363	6824
1950	4367	6825
1951	4370	6824
1952	4374	6825
1953	4377	6824
1954	4380	6822
1955	4382	6820
1956	4384	6818
1957	4387	6816
1958	4389	6813
1959	4391	6810
1960	4393	6807
1961	4395	6805
1962	4397	6803
1963	4399	6800
1964	4401	6797
1965	4402	6794
1966	4405	6792
1967	4407	6791
1968	4410	6789
1969	4415	6791
1970	4419	6791
1971	4423	6792
1972	4427	6793
1973	4432	6795
1974	4435	6793
1975	4437	6790
1976	4438	6787
1977	4441	6785
1978	4443	6782
1979	4445	6779
1980	4447	6777
1981	4450	6777
1982	4455	6778
1983	4460	6780
1984	4463	6779
1985	4466	6778
1986	4470	6779
1987	4473	6777
1988	4476	6776
1989	4478	6773
1990	4479	6770
1991	4481	6767
1992	4483	6764
1993	4485	6761
1994	4486	6758
1995	4488	6755
1996	4490	6753
1997	4492	6749
1998	4494	6746
1999	4495	6743
2000	4498	6742
2001	4501	6740
2002	4503	6737
2003	4504	6734
2004	4506	6732
2005	4508	6729
2006	4510	6725
2007	4511	6722
2008	4513	6719
2009	4515	6716
2010	4517	6713
2011	4519	6711
2012	4521	6708
2013	4523	6705
2014	4525	6703
2015	4526	6700
2016	4528	6697
2017	4530	6695
2018	4532	6692
2019	4534	6689
2020	4536	6686
2021	4538	6683
2022	4540	6681
2023	4541	6678
2024	4543	6674
2025	4545	6671
2026	4546	6668
2027	4548	6666
2028	4551	6663
2029	4552	6661
2030	4554	6657
2031	4556	6655
2032	4558	6652
2033	4560	6649
2034	4561	6646
2035	4563	6643
2036	4566	6642
2037	4568	6640
2038	4570	6637
2039	4572	6634
2040	4574	6631
2041	4576	6629
2042	4578	6626
2043	4580	6624
2044	4582	6621
2045	4583	6618
2046	4585	6615
2047	4587	6613
2048	4589	6610
2049	4591	6607
2050	4593	6605
2051	4595	6602
2052	4597	6599
2053	4599	6596
2054	4601	6594
2055	4603	6591
2056	4605	6588
2057	4607	6586
2058	4609	6583
2059	4610	6580
2060	4612	6577
2061	4614	6575
2062	4616	6572
2063	4618	6569
2064	4619	6566
2065	4621	6563
2066	4623	6561
2067	4625	6558
2068	4628	6557
2069	4631	6555
2070	4633	6552
2071	4635	6550
2072	4637	6547
2073	4639	6545
2074	4641	6542
2075	4642	6539
2076	4645	6537
2077	4646	6533
2078	4648	6531
2079	4650	6529
2080	4652	6525
2081	4654	6523
2082	4655	6520
2083	4658	6517
2084	4659	6514
2085	4661	6511
2086	4663	6508
2087	4664	6505
2088	4666	6502
2089	4668	6500
2090	4670	6497
2091	4671	6494
2092	4674	6491
2093	4675	6488
2094	4677	6485
2095	4678	6482
2096	4680	6479
2097	4681	6476
2098	4683	6473
2099	4685	6470
2100	4687	6467
2101	4688	6464
2102	4691	6462
2103	4694	6461
2104	4696	6458
2105	4698	6455
2106	4700	6453
2107	4702	6451
2108	4704	6448
2109	4705	6445
2110	4707	6442
2111	4709	6439
2112	4711	6436
2113	4712	6434
2114	4714	6431
2115	4716	6428
2116	4718	6425
2117	4720	6422
2118	4721	6419
2119	4723	6416
2120	4725	6413
2121	4726	6410
2122	4728	6408
2123	4730	6405
2124	4733	6403
2125	4734	6400
2126	4736	6398
2127	4738	6395
2128	4740	6392
2129	4742	6389
2130	4743	6386
2131	4745	6384
2132	4747	6381
2133	4749	6378
2134	4751	6375
2135	4753	6373
2136	4754	6370
2137	4757	6369
2138	4760	6366
2139	4761	6363
2140	4763	6360
2141	4765	6358
2142	4767	6356
2143	4769	6353
2144	4770	6350
2145	4773	6347
2146	4774	6345
2147	4776	6342
2148	4778	6339
2149	4780	6336
2150	4782	6334
2151	4784	6331
2152	4786	6328
2153	4787	6326
2154	4789	6323
2155	4791	6320
2156	4793	6317
2157	4794	6314
2158	4796	6311
2159	4798	6309
2160	4800	6306
2161	4802	6303
2162	4803	6300
2163	4805	6298
2164	4807	6295
2165	4809	6292
2166	4811	6290
2167	4813	6287
2168	4815	6284
2169	4816	6281
2170	4818	6278
2171	4820	6276
2172	4823	6275
2173	4826	6273
2174	4828	6270
2175	4830	6268
2176	4831	6265
2177	4833	6263
2178	4836	6260
2179	4837	6258
2180	4839	6255
2181	4841	6252
2182	4843	6250
2183	4845	6247
2184	4847	6245
2185	4849	6242
2186	4851	6239
2187	4853	6237
2188	4854	6234
2189	4856	6231
2190	4858	6229
2191	4860	6226
2192	4862	6223
2193	4864	6220
2194	4865	6218
2195	4867	6215
2196	4869	6212
2197	4871	6210
2198	4873	6207
2199	4874	6204
2200	4876	6201
2201	4878	6198
2202	4880	6196
2203	4882	6193
2204	4884	6191
2205	4887	6189
2206	4888	6187
2207	4891	6184
2208	4893	6182
2209	4895	6179
2210	4897	6177
2211	4899	6174
2212	4901	6172
2213	4903	6170
2214	4905	6167
2215	4907	6164
2216	4909	6162
2217	4910	6159
2218	4912	6156
2219	4914	6153
2220	4916	6151
2221	4917	6148
2222	4919	6145
2223	4921	6143
2224	4923	6140
2225	4925	6138
2226	4927	6135
2227	4929	6132
2228	4931	6130
2229	4933	6127
2230	4935	6125
2231	4936	6122
2232	4938	6119
2233	4940	6116
2234	4942	6114
2235	4943	6111
2236	4946	6109
2237	4947	6106
2238	4951	6105
2239	4953	6103
2240	4955	6100
2241	4957	6098
2242	4959	6096
2243	4960	6092
2244	4962	6090
2245	4965	6088
2246	4966	6085
2247	4968	6082
2248	4970	6079
2249	4972	6077
2250	4974	6075
2251	4976	6072
2252	4978	6069
2253	4980	6067
2254	4982	6064
2255	4983	6062
2256	4985	6059
2257	4987	6056
2258	4989	6054
2259	4991	6051
2260	4993	6049
2261	4995	6046
2262	4997	6044
2263	4999	6041
2264	5001	6038
2265	5002	6036
2266	5004	6033
2267	5006	6030
2268	5008	6028
2269	5011	6026
2270	5014	6025
2271	5015	6022
2272	5018	6020
2273	5020	6018
2274	5022	6015
2275	5024	6013
2276	5026	6010
2277	5028	6008
2278	5030	6005
2279	5032	6003
2280	5033	6000
2281	5035	5998
2282	5037	5995
2283	5039	5992
2284	5041	5990
2285	5043	5987
2286	5045	5984
2287	5046	5982
2288	5048	5979
2289	5050	5976
2290	5052	5974
2291	5054	5971
2292	5056	5969
2293	5057	5966
2294	5059	5963
2295	5061	5960
2296	5063	5958
2297	5064	5955
2298	5066	5952
2299	5068	5949
2300	5070	5947
2301	5072	5944
2302	5073	5941
2303	5075	5938
2304	5078	5937
2305	5080	5935
2306	5082	5933
2307	5085	5931
2308	5087	5928
2309	5089	5926
2310	5091	5924
2311	5092	5921
2312	5094	5918
2313	5096	5915
2314	5097	5912
2315	5100	5910
2316	5102	5908
2317	5104	5905
2318	5106	5903
2319	5108	5900
2320	5110	5898
2321	5112	5895
2322	5113	5893
2323	5115	5890
2324	5117	5887
2325	5119	5885
2326	5121	5882
2327	5122	5879
2328	5124	5877
2329	5126	5874
2330	5128	5871
2331	5130	5869
2332	5131	5866
2333	5133	5863
2334	5135	5861
2335	5137	5858
2336	5139	5856
2337	5141	5854
2338	5144	5852
2339	5146	5850
2340	5148	5847
2341	5150	5845
2342	5152	5843
2343	5154	5840
2344	5156	5838
2345	5158	5835
2346	5160	5833
2347	5162	5830
2348	5164	5828
2349	5166	5825
2350	5168	5823
2351	5169	5820
2352	5171	5818
2353	5173	5815
2354	5175	5812
2355	5177	5810
2356	5179	5807
2357	5180	5804
2358	5182	5802
2359	5184	5799
2360	5186	5797
2361	5188	5794
2362	5190	5792
2363	5192	5789
2364	5194	5787
2365	5196	5785
2366	5198	5782
2367	5200	5780
2368	5203	5778
2369	5206	5777
2370	5207	5774
2371	5209	5772
2372	5212	5770
2373	5214	5768
2374	5216	5765
2375	5218	5762
2376	5220	5760
2377	5221	5757
2378	5223	5755
2379	5225	5752
2380	5227	5749
2381	5229	5747
2382	5231	5745
2383	5233	5742
2384	5235	5740
2385	5237	5738
2386	5239	5735
2387	5241	5733
2388	5243	5730
2389	5245	5728
2390	5247	5725
2391	5249	5723
2392	5250	5720
2393	5252	5717
2394	5254	5715
2395	5256	5713
2396	5258	5710
2397	5260	5708
2398	5262	5705
2399	5264	5703
2400	5268	5702
2401	5270	5700
2402	5272	5697
2403	5274	5695
2404	5276	5693
2405	5278	5690
2406	5280	5688
2407	5282	5685
2408	5284	5683
2409	5286	5681
2410	5288	5678
2411	5290	5676
2412	5292	5673
2413	5293	5671
2414	5296	5668
2415	5298	5666
2416	5299	5663
2417	5301	5661
2418	5303	5658
2419	5305	5656
2420	5307	5653
2421	5309	5651
2422	5311	5648
2423	5312	5646
2424	5315	5643
2425	5316	5641
2426	5318	5638
2427	5320	5636
2428	5322	5633
2429	5324	5631
2430	5326	5628
2431	5327	5625
2432	5330	5623
2433	5332	5621
2434	5335	5620
2435	5337	5617
2436	5338	5614
2437	5340	5612
2438	5342	5610
2439	5344	5607
2440	5346	5605
2441	5348	5602
2442	5350	5600
2443	5352	5597
2444	5354	5595
2445	5356	5592
2446	5358	5590
2447	5360	5587
2448	5361	5584
2449	5363	5582
2450	5365	5579
2451	5367	5577
2452	5369	5574
2453	5370	5572
2454	5372	5569
2455	5374	5567
2456	5376	5564
2457	5378	5562
2458	5380	5560
2459	5382	5557
2460	5384	5554
2461	5385	5552
2462	5387	5549
2463	5389	5547
2464	5391	5544
2465	5393	5542
2466	5396	5541
2467	5399	5539
2468	5400	5536
2469	5402	5533
2470	5404	5531
2471	5406	5528
2472	5408	5526
2473	5410	5524
2474	5412	5521
2475	5413	5518
2476	5415	5516
2477	5417	5513
2478	5419	5511
2479	5421	5509
2480	5423	5506
2481	5425	5504
2482	5427	5501
2483	5429	5498
2484	5431	5496
2485	5432	5493
2486	5434	5491
2487	5436	5489
2488	5438	5486
2489	5440	5484
2490	5442	5481
2491	5444	5479
2492	5445	5476
2493	5447	5473
2494	5449	5471
2495	5451	5468
2496	5453	5466
2497	5456	5464
2498	5458	5462
2499	5459	5459
2500	5461	5457
2501	5463	5455
2502	5465	5452
2503	5467	5450
2504	5469	5447
2505	5471	5445
2506	5473	5442
2507	5475	5440
2508	5477	5437
2509	5479	5436
2510	5481	5433
2511	5483	5431
2512	5485	5428
2513	5487	5426
2514	5489	5423
2515	5491	5421
2516	5493	5418
2517	5494	5416
2518	5496	5413
2519	5498	5411
2520	5500	5408
2521	5502	5406
2522	5504	5403
2523	5506	5401
2524	5507	5398
2525	5509	5396
2526	5511	5393
2527	5513	5391
2528	5515	5388
2529	5516	5386
2530	5519	5384
2531	5522	5382
2532	5523	5379
2533	5525	5377
2534	5527	5375
2535	5529	5372
2536	5531	5370
2537	5533	5367
2538	5535	5365
2539	5537	5363
2540	5539	5360
2541	5541	5358
2542	5542	5355
2543	5544	5353
2544	5546	5350
2545	5548	5348
2546	5550	5345
2547	5552	5343
2548	5554	5340
2549	5556	5338
2550	5557	5335
2551	5559	5333
2552	5561	5330
2553	5563	5327
2554	5564	5325
2555	5566	5322
2556	5568	5320
2557	5570	5317
2558	5572	5315
2559	5574	5312
2560	5576	5310
2561	5577	5307
2562	5579	5305
2563	5581	5302
2564	5584	5301
2565	5586	5299
2566	5588	5296
2567	5591	5295
2568	5593	5292
2569	5594	5290
2570	5596	5287
2571	5598	5285
2572	5600	5282
2573	5602	5280
2574	5603	5277
2575	5606	5275
2576	5607	5272
2577	5609	5270
2578	5611	5268
2579	5613	5265
2580	5615	5263
2581	5617	5260
2582	5619	5258
2583	5621	5255
2584	5623	5253
2585	5625	5251
2586	5627	5248
2587	5628	5246
2588	5630	5243
2589	5632	5241
2590	5634	5238
2591	5636	5236
2592	5638	5233
2593	5640	5231
2594	5641	5228
2595	5644	5227
2596	5647	5225
2597	5649	5223
2598	5651	5220
2599	5653	5218
2600	5655	5215
2601	5656	5213
2602	5658	5210
2603	5660	5208
2604	5662	5206
2605	5664	5203
2606	5666	5201
2607	5668	5199
2608	5670	5196
2609	5671	5193
2610	5673	5191
2611	5675	5189
2612	5677	5186
2613	5679	5184
2614	5681	5181
2615	5683	5179
2616	5685	5176
2617	5686	5174
2618	5688	5171
2619	5690	5169
2620	5692	5166
2621	5693	5163
2622	5695	5161
2623	5697	5159
2624	5699	5156
2625	5701	5153
2626	5702	5151
2627	5704	5148
2628	5705	5145
2629	5707	5143
2630	5710	5142
2631	5712	5139
2632	5714	5137
2633	5717	5136
2634	5719	5133
2635	5721	5131
2636	5723	5128
2637	5724	5126
2638	5726	5123
2639	5728	5121
2640	5730	5118
2641	5732	5116
2642	5734	5114
2643	5736	5111
2644	5738	5109
2645	5740	5106
2646	5741	5104
2647	5743	5101
2648	5745	5099
2649	5747	5096
2650	5749	5094
2651	5751	5092
2652	5753	5089
2653	5754	5086
2654	5756	5084
2655	5758	5081
2656	5759	5079
2657	5761	5076
2658	5763	5074
2659	5765	5071
2660	5767	5069
2661	5770	5068
2662	5772	5066
2663	5774	5063
2664	5776	5061
2665	5778	5058
2666	5780	5056
2667	5782	5054
2668	5784	5051
2669	5786	5049
2670	5788	5047
2671	5790	5044
2672	5791	5042
2673	5794	5040
2674	5796	5037
2675	5797	5035
2676	5799	5032
2677	5802	5030
2678	5803	5028
2679	5805	5025
2680	5807	5023
2681	5809	5020
2682	5811	5018
2683	5813	5016
2684	5814	5013
2685	5816	5011
2686	5818	5008
2687	5820	5006
2688	5822	5003
2689	5823	5001
2690	5825	4998
2691	5827	4996
2692	5829	4993
2693	5831	4991
2694	5834	4989
2695	5836	4987
2696	5838	4985
2697	5840	4983
2698	5842	4980
2699	5844	4978
2700	5846	4976
2701	5848	4973
2702	5850	4971
2703	5851	4968
2704	5853	4966
2705	5855	4963
2706	5857	4961
2707	5858	4958
2708	5860	4956
2709	5862	4954
2710	5864	4951
2711	5866	4949
2712	5868	4947
2713	5870	4944
2714	5872	4942
2715	5873	4939
2716	5875	4937
2717	5877	4934
2718	5879	4932
2719	5881	4930
2720	5883	4927
2721	5885	4925
2722	5887	4922
2723	5889	4920
2724	5890	4917
2725	5892	4915
2726	5895	4914
2727	5897	4912
2728	5899	4909
2729	5901	4907
2730	5903	4905
2731	5905	4902
2732	5907	4900
2733	5909	4897
2734	5911	4895
2735	5912	4892
2736	5914	4890
2737	5916	4887
2738	5918	4885
2739	5920	4883
2740	5922	4880
2741	5923	4878
2742	5925	4875
2743	5927	4873
2744	5929	4870
2745	5930	4868
2746	5932	4865
2747	5934	4863
2748	5935	4860
2749	5937	4858
2750	5939	4855
2751	5941	4853
2752	5943	4850
2753	5945	4848
2754	5946	4846
2755	5948	4843
2756	5950	4841
2757	5952	4839
2758	5954	4836
2759	5956	4834
2760	5959	4832
2761	5961	4830
2762	5963	4828
2763	5965	4826
2764	5967	4824
2765	5969	4821
2766	5971	4819
2767	5973	4816
2768	5975	4814
2769	5977	4812
2770	5979	4809
2771	5981	4807
2772	5983	4805
2773	5984	4802
2774	5986	4800
2775	5988	4797
2776	5989	4794
2777	5991	4792
2778	5993	4790
2779	5995	4787
2780	5997	4785
2781	5998	4782
2782	6001	4780
2783	6002	4778
2784	6004	4775
2785	6006	4773
2786	6009	4771
2787	6011	4769
2788	6013	4767
2789	6015	4764
2790	6016	4762
2791	6018	4759
2792	6021	4758
2793	6024	4756
2794	6026	4754
2795	6028	4752
2796	6030	4749
2797	6032	4747
2798	6034	4744
2799	6035	4742
2800	6038	4740
2801	6039	4737
2802	6041	4735
2803	6044	4733
2804	6046	4731
2805	6047	4728
2806	6049	4726
2807	6051	4723
2808	6053	4721
2809	6054	4718
2810	6056	4716
2811	6058	4714
2812	6060	4711
2813	6062	4709
2814	6064	4706
2815	6065	4704
2816	6067	4702
2817	6069	4699
2818	6071	4697
2819	6073	4694
2820	6075	4692
2821	6076	4690
2822	6078	4687
2823	6080	4685
2824	6083	4683
2825	6085	4681
2826	6087	4679
2827	6089	4676
2828	6091	4674
2829	6093	4672
2830	6095	4669
2831	6096	4667
2832	6099	4665
2833	6101	4663
2834	6103	4660
2835	6104	4658
2836	6106	4655
2837	6108	4653
2838	6110	4650
2839	6112	4648
2840	6114	4646
2841	6115	4644
2842	6117	4641
2843	6119	4639
2844	6121	4636
2845	6123	4634
2846	6125	4631
2847	6126	4629
2848	6128	4627
2849	6130	4625
2850	6132	4622
2851	6134	4620
2852	6136	4617
2853	6138	4615
2854	6139	4613
2855	6141	4610
2856	6143	4608
2857	6146	4606
2858	6149	4604
2859	6151	4602
2860	6153	4600
2861	6155	4598
2862	6157	4595
2863	6159	4593
2864	6161	4591
2865	6163	4589
2866	6165	4586
2867	6167	4584
2868	6169	4582
2869	6170	4579
2870	6172	4577
2871	6174	4575
2872	6176	4572
2873	6178	4570
2874	6179	4567
2875	6181	4565
2876	6183	4562
2877	6185	4560
2878	6186	4557
2879	6188	4555
2880	6190	4553
2881	6193	4551
2882	6196	4550
2883	6199	4548
2884	6201	4546
2885	6203	4543
2886	6205	4541
2887	6207	4539
2888	6209	4537
2889	6212	4535
2890	6214	4533
2891	6215	4530
2892	6217	4528
2893	6219	4526
2894	6221	4523
2895	6223	4521
2896	6225	4519
2897	6227	4516
2898	6229	4514
2899	6231	4512
2900	6233	4509
2901	6234	4507
2902	6236	4505
2903	6238	4502
2904	6240	4500
2905	6242	4498
2906	6244	4495
2907	6246	4493
2908	6247	4490
2909	6249	4488
2910	6252	4486
2911	6253	4484
2912	6255	4481
2913	6257	4479
2914	6259	4476
2915	6260	4474
2916	6262	4472
2917	6264	4469
2918	6266	4467
2919	6268	4465
2920	6271	4463
2921	6273	4461
2922	6275	4459
2923	6278	4457
2924	6279	4454
2925	6281	4452
2926	6284	4451
2927	6291	4452
2928	6293	4450
2929	6295	4447
2930	6297	4445
2931	6299	4443
2932	6301	4440
2933	6303	4438
2934	6304	4436
2935	6306	4433
2936	6308	4431
2937	6311	4429
2938	6314	4427
2939	6316	4426
2940	6319	4424
2941	6321	4421
2942	6322	4419
2943	6325	4417
2944	6327	4415
2945	6329	4413
2946	6332	4411
2947	6335	4410
2948	6337	4407
2949	6340	4405
2950	6342	4403
2951	6344	4401
2952	6346	4399
2953	6348	4396
2954	6350	4394
2955	6351	4392
2956	6353	4389
2957	6355	4387
2958	6357	4385
2959	6359	4382
2960	6361	4380
2961	6363	4378
2962	6364	4375
2963	6366	4373
2964	6368	4371
2965	6370	4368
2966	6372	4366
2967	6374	4364
2968	6376	4361
2969	6378	4359
2970	6379	4357
2971	6381	4354
2972	6383	4352
2973	6385	4350
2974	6387	4347
2975	6389	4345
2976	6391	4343
2977	6393	4340
2978	6395	4339
2979	6398	4336
2980	6399	4334
2981	6402	4332
2982	6404	4330
2983	6406	4328
2984	6408	4325
2985	6410	4323
2986	6412	4321
2987	6414	4319
2988	6415	4316
2989	6417	4314
2990	6419	4311
2991	6421	4309
2992	6423	4307
2993	6425	4304
2994	6426	4302
2995	6428	4300
2996	6430	4297
2997	6432	4295
2998	6436	4294
2999	6447	4298
3000	6453	4298
3001	6455	4296
3002	6457	4294
3003	6459	4292
3004	6462	4290
3005	6464	4288
3006	6466	4285
3007	6468	4283
3008	6470	4281
3009	6472	4279
3010	6474	4276
3011	6476	4274
3012	6478	4272
3013	6479	4269
3014	6481	4267
3015	6483	4265
3016	6485	4262
3017	6487	4260
3018	6488	4257
3019	6490	4255
3020	6492	4253
3021	6494	4250
3022	6496	4248
3023	6498	4246
3024	6500	4243
3025	6502	4241
3026	6503	4239
3027	6505	4236
3028	6507	4234
3029	6509	4232
3030	6511	4229
3031	6513	4227
3032	6515	4225
3033	6516	4222
3034	6518	4220
3035	6521	4219
3036	6524	4217
3037	6527	4215
3038	6529	4213
3039	6531	4211
3040	6533	4208
3041	6534	4206
3042	6536	4203
3043	6538	4201
3044	6540	4199
3045	6542	4197
3046	6544	4194
3047	6545	4192
3048	6547	4189
3049	6549	4187
3050	6551	4185
3051	6553	4182
3052	6555	4180
3053	6556	4177
3054	6558	4175
3055	6560	4173
3056	6562	4170
3057	6564	4168
3058	6566	4166
3059	6568	4164
3060	6570	4161
3061	6571	4159
3062	6573	4157
3063	6575	4154
3064	6577	4152
3065	6579	4150
3066	6580	4147
3067	6582	4145
3068	6585	4143
3069	6588	4141
3070	6590	4139
3071	6592	4137
3072	6594	4135
3073	6596	4132
3074	6598	4130
3075	6600	4128
3076	6608	4129
3077	6610	4127
3078	6612	4125
3079	6614	4123
3080	6616	4120
3081	6617	4118
3082	6619	4116
3083	6621	4113
3084	6623	4111
3085	6625	4109
3086	6627	4107
3087	6629	4104
3088	6631	4102
3089	6632	4099
3090	6634	4097
3091	6636	4095
3092	6638	4092
3093	6640	4090
3094	6641	4088
3095	6644	4086
3096	6647	4084
3097	6649	4082
3098	6651	4079
3099	6652	4077
3100	6654	4075
3101	6656	4073
3102	6658	4070
3103	6660	4068
3104	6662	4066
3105	6664	4063
3106	6666	4061
3107	6668	4059
3108	6670	4056
3109	6671	4054
3110	6673	4052
3111	6675	4049
3112	6677	4047
3113	6679	4045
3114	6681	4042
3115	6682	4040
3116	6685	4038
3117	6687	4036
3118	6689	4034
3119	6691	4031
3120	6693	4029
3121	6695	4027
3122	6697	4025
3123	6699	4023
3124	6701	4020
3125	6702	4018
3126	6704	4016
3127	6707	4014
3128	6710	4012
3129	6712	4010
3130	6714	4008
3131	6716	4005
3132	6718	4003
3133	6720	4001
3134	6722	3999
3135	6724	3996
3136	6726	3994
3137	6728	3992
3138	6730	3989
3139	6732	3987
3140	6734	3985
3141	6736	3983
3142	6737	3981
3143	6739	3978
3144	6741	3976
3145	6743	3974
3146	6745	3971
3147	6747	3969
3148	6749	3967
3149	6751	3965
3150	6753	3962
3151	6755	3960
3152	6756	3958
3153	6758	3955
3154	6760	3953
3155	6762	3951
3156	6763	3948
3157	6767	3947
3158	6773	3947
3159	6776	3945
3160	6779	3943
3161	6783	3943
3162	6786	3941
3163	6788	3938
3164	6789	3936
3165	6792	3934
3166	6794	3932
3167	6795	3929
3168	6797	3927
3169	6799	3925
3170	6801	3922
3171	6803	3920
3172	6805	3918
3173	6806	3916
3174	6808	3913
3175	6810	3911
3176	6812	3909
3177	6814	3906
3178	6816	3904
3179	6818	3902
3180	6819	3899
3181	6821	3897
3182	6823	3895
3183	6825	3892
3184	6827	3890
3185	6829	3888
3186	6830	3885
3187	6833	3884
3188	6835	3882
3189	6837	3879
3190	6839	3877
3191	6841	3875
3192	6843	3873
3193	6845	3870
3194	6847	3868
3195	6849	3866
3196	6851	3864
3197	6854	3862
3198	6855	3859
3199	6857	3857
3200	6860	3855
3201	6861	3853
3202	6863	3850
3203	6865	3848
3204	6867	3846
3205	6869	3844
3206	6871	3841
3207	6872	3839
3208	6874	3836
3209	6876	3834
3210	6878	3832
3211	6880	3830
3212	6882	3827
3213	6884	3825
3214	6886	3823
3215	6888	3820
3216	6889	3818
3217	6893	3817
3218	6895	3814
3219	6896	3812
3220	6899	3810
3221	6900	3808
3222	6902	3805
3223	6904	3803
3224	6906	3801
3225	6908	3799
3226	6910	3796
3227	6913	3795
3228	6915	3792
3229	6916	3790
3230	6918	3788
3231	6920	3785
3232	6922	3783
3233	6924	3781
3234	6926	3778
3235	6927	3776
3236	6932	3775
3237	6938	3775
3238	6947	3777
3239	6952	3776
3240	6958	3776
3241	6960	3774
3242	6962	3771
3243	6964	3769
3244	6966	3767
3245	6968	3765
3246	6970	3763
3247	6971	3760
3248	6974	3758
3249	6979	3758
3250	6991	3761
3251	6994	3759
3252	6997	3758
3253	7001	3756
3254	7003	3754
3255	7005	3752
3256	7007	3749
3257	7008	3747
3258	7010	3745
3259	7012	3742
3260	7014	3740
3261	7016	3738
3262	7021	3737
3263	7026	3737
3264	7029	3735
